scenario,strategy,trades,pf,wr,ret,dd,sharpe
mc_037_extra0.081p,B,10.0,2.040574250451795,50.0,0.371721695353408,-0.21006114870196768,4.262692744290416
mc_038_extra0.251p,A,39.0,1.3449156458729083,33.33333333333333,0.7225202343124875,-0.8053584323441942,4.170708335766254
mc_038_extra0.251p,C,21.0,0.5382521448692319,19.047619047619047,-0.5592236321952805,-0.8733102666167225,-5.9644478353033055
mc_038_extra0.251p,B,10.0,1.9767382912836335,50.0,0.3563493708498754,-0.21158138961117068,4.12127672697951
mc_039_extra0.247p,A,39.0,1.3457129086996646,33.33333333333333,0.72392409934424,-0.8050104343272024,4.177903740982431
mc_039_extra0.247p,C,21.0,0.5386312424848787,19.047619047619047,-0.5584994345088854,-0.8728637863363642,-5.957562881862971
mc_039_extra0.247p,B,10.0,1.9781632165964882,50.0,0.356699406742373,-0.21154584916169838,4.124535478737117
mc_040_extra0.395p,A,39.0,1.3156429489339478,33.33333333333333,0.6713655961036602,-0.8183090184639363,3.902176524786682
mc_040_extra0.395p,C,21.0,0.5243633104629956,19.047619047619047,-0.5864337783410519,-0.8901247942938784,-6.221543816682506
mc_040_extra0.395p,B,10.0,1.924511593061252,50.0,0.34330596035733835,-0.21289306611451675,3.998746999390522
mc_041_extra0.388p,A,39.0,1.3170721130768395,33.33333333333333,0.6739140605818283,-0.8176651835205107,3.9156336840721284
mc_041_extra0.388p,C,21.0,0.5250400300589759,19.047619047619047,-0.5851039711874728,-0.8892958416902297,-6.209122496196139
mc_041_extra0.388p,B,10.0,1.9270572947750224,50.0,0.34394602677000874,-0.2128348029491578,4.004775986700517
mc_042_extra0.057p,A,39.0,1.3857531373433987,33.33333333333333,0.7913101136609112,-0.787982851682556,4.523684601597106
mc_042_extra0.057p,C,21.0,0.5577269033304113,19.047619047619047,-0.522655173561925,-0.8507443766522904,-5.612460582438133
mc_042_extra0.057p,B,10.0,2.049896781722733,50.0,0.3739111491023686,-0.20983890218817525,4.282605534779806
mc_043_extra0.242p,A,39.0,1.3468253852396948,33.33333333333333,0.7257907655759481,-0.8045253509677774,4.187684942619688
mc_043_extra0.242p,C,21.0,0.539160297183025,19.047619047619047,-0.5574818011439311,-0.8722332737864713,-5.947885985874386
mc_043_extra0.242p,B,10.0,1.9801517358775989,50.0,0.3571801013153163,-0.21151228404332478,4.128992034534426
mc_044_extra0.183p,A,39.0,1.3590167633553312,33.33333333333333,0.7466297061020123,-0.7992645218823591,4.295501065374195
mc_044_extra0.183p,C,21.0,0.5449636893396329,19.047619047619047,-0.546416191113767,-0.8654117634818936,-5.84195627008608
mc_044_extra0.183p,B,10.0,2.0019603845848644,50.0,0.36251059897882437,-0.21097324926467875,4.178275962738009
mc_045_extra0.481p,A,39.0,1.2985890697309765,33.33333333333333,0.6407254362306958,-0.8260404164168289,3.7391456598069865
mc_045_extra0.481p,C,21.0,0.5162989671713899,19.047619047619047,-0.6027073191200907,-0.9001782293016403,-6.373337154322686
mc_045_extra0.481p,B,10.0,1.8941669795450486,50.0,0.3354745224592443,-0.21366995429062952,3.9242278458638173
mc_046_extra0.114p,A,39.0,1.3736609483379065,33.33333333333333,0.7712614790293264,-0.7930365152237107,4.421933454619915
mc_046_extra0.114p,C,21.0,0.551948277311777,19.047619047619047,-0.5333103854151341,-0.8573302534852001,-5.715742653956092
mc_046_extra0.114p,B,10.0,2.0281978134947534,50.0,0.3688012858178081,-0.2103423538915239,4.236049857794677
mc_047_extra0.168p,A,39.0,1.3621586595884263,33.33333333333333,0.7520027401971129,-0.7979286875425151,4.323036581188292
mc_047_extra0.168p,C,21.0,0.5464609741136438,19.047619047619047,-0.5435752966114887,-0.8636641676255552,-5.814777802607522
mc_047_extra0.168p,B,10.0,2.00758582156199,50.0,0.363877025756301,-0.2108354760129827,4.1908976314029625
mc_048_extra0.069p,A,39.0,1.383297737820215,33.33333333333333,0.7873009976982939,-0.7889937442697836,4.503418955336415
mc_048_extra0.069p,C,21.0,0.5565526921833757,19.047619047619047,-0.5248013819857624,-0.852074423542104,-5.633215552257768
mc_048_extra0.069p,B,10.0,2.045488180449726,50.0,0.37287743266388135,-0.20994383132839634,4.273211863707361
mc_049_extra0.333p,A,39.0,1.3282228987076108,33.33333333333333,0.6935643333334155,-0.8126708077988876,4.019441952765287
mc_049_extra0.333p,C,21.0,0.5303248211573155,19.047619047619047,-0.5746600510409007,-0.8828526644918067,-6.110799851136947
mc_049_extra0.333p,B,10.0,1.9469342092090651,50.0,0.3489651615848925,-0.21232523733665243,4.052231591366617
