timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category,unique
2025-08-13T05:51:42.284876,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3984e-09,0.3156,0.1156,okx→mexc,profit,True
2025-08-13T05:51:42.284940,inter_exchange,OASUSDT,mexc,okx,0.01219,0.01225,0.4922,0.2922,mexc→okx,profit,True
2025-08-13T05:51:43.726328,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3982e-09,0.3013,0.1013,okx→mexc,profit,False
2025-08-13T05:51:43.726394,inter_exchange,OASUSDT,mexc,okx,0.01219,0.01225,0.4922,0.2922,mexc→okx,profit,False
2025-08-13T05:51:46.134952,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3982e-09,0.3013,0.1013,okx→mexc,profit,False
2025-08-13T05:51:46.135010,inter_exchange,OASUSDT,mexc,okx,0.01219,0.01225,0.4922,0.2922,mexc→okx,profit,False
2025-08-13T05:51:47.584746,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3982e-09,0.3013,0.1013,okx→mexc,profit,False
2025-08-13T05:51:47.584888,inter_exchange,OASUSDT,mexc,okx,0.01219,0.01225,0.4922,0.2922,mexc→okx,profit,False
2025-08-13T05:51:48.961770,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3981e-09,0.2941,0.0941,okx→mexc,profit,False
2025-08-13T05:51:48.961828,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,True
2025-08-13T05:51:50.408693,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3984e-09,0.3156,0.1156,okx→mexc,profit,False
2025-08-13T05:51:50.408768,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,False
2025-08-13T05:51:51.888082,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3984e-09,0.3156,0.1156,okx→mexc,profit,False
2025-08-13T05:51:51.888148,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,False
2025-08-13T05:51:53.330618,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3983e-09,0.3085,0.1085,okx→mexc,profit,False
2025-08-13T05:51:53.330677,inter_exchange,BONKUSDT,binance,bybit,2.693e-05,2.6977e-05,0.1745,0.0195,binance→bybit,loss,True
2025-08-13T05:51:53.330699,inter_exchange,OASUSDT,mexc,okx,0.01218,0.01225,0.5747,0.3747,mexc→okx,profit,False
2025-08-13T05:51:53.330764,inter_exchange,LINKUSDT,bybit,okx,24.031,24.077,0.1914,0.0114,bybit→okx,loss,True
2025-08-13T05:51:53.330788,inter_exchange,MAGICUSDT,binance,kucoin,0.2731,0.2736,0.1831,0.0281,binance→kucoin,loss,True
2025-08-13T05:51:54.776453,inter_exchange,BABYDOGEUSDT,okx,mexc,1.393e-09,1.3982e-09,0.3733,0.1733,okx→mexc,profit,False
2025-08-13T05:51:54.776534,inter_exchange,BONKUSDT,binance,bybit,2.693e-05,2.6977e-05,0.1745,0.0195,binance→bybit,loss,False
2025-08-13T05:51:54.776601,inter_exchange,OASUSDT,mexc,okx,0.01218,0.01225,0.5747,0.3747,mexc→okx,profit,False
2025-08-13T05:51:54.776702,inter_exchange,LINKUSDT,bybit,binance,24.031,24.08,0.2039,0.0489,bybit→binance,loss,True
2025-08-13T05:51:54.776778,inter_exchange,MAGICUSDT,binance,kucoin,0.2731,0.2736,0.1831,0.0281,binance→kucoin,loss,False
2025-08-13T05:51:54.776830,inter_exchange,WIFUSDT,okx,bybit,1.0161,1.0179,0.1771,-0.0029,okx→bybit,breakeven,True
2025-08-13T05:51:54.776923,inter_exchange,ENJUSDT,okx,bybit,0.07507,0.0752,0.1732,-0.0068,okx→bybit,breakeven,True
2025-08-13T05:51:54.776946,inter_exchange,MKRUSDT,binance,bybit,1956.2,1959.2,0.1534,-0.0016,binance→bybit,breakeven,True
2025-08-13T05:51:56.275200,inter_exchange,BABYDOGEUSDT,okx,mexc,1.393e-09,1.3981e-09,0.3661,0.1661,okx→mexc,profit,False
2025-08-13T05:51:56.275262,inter_exchange,BONKUSDT,binance,bybit,2.693e-05,2.6977e-05,0.1745,0.0195,binance→bybit,loss,False
2025-08-13T05:51:56.275283,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,False
2025-08-13T05:51:56.275346,inter_exchange,LINKUSDT,bybit,mexc,24.031,24.08,0.2039,0.0239,bybit→mexc,loss,True
2025-08-13T05:51:56.275371,inter_exchange,MAGICUSDT,binance,kucoin,0.2731,0.2736,0.1831,0.0281,binance→kucoin,loss,False
2025-08-13T05:51:56.275409,inter_exchange,ENJUSDT,okx,bybit,0.07507,0.0752,0.1732,-0.0068,okx→bybit,breakeven,False
2025-08-13T05:51:57.724818,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3981e-09,0.2941,0.0941,okx→mexc,profit,False
2025-08-13T05:51:57.724888,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,False
2025-08-13T05:51:57.724960,inter_exchange,LINKUSDT,bybit,okx,24.031,24.087,0.233,0.053,bybit→okx,profit,False
2025-08-13T05:51:57.724983,inter_exchange,MAGICUSDT,mexc,kucoin,0.27313,0.2736,0.1721,-0.0079,mexc→kucoin,breakeven,True
2025-08-13T05:51:59.166854,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3981e-09,0.2941,0.0941,okx→mexc,profit,False
2025-08-13T05:51:59.166955,inter_exchange,BONKUSDT,mexc,bybit,2.693e-05,2.6977e-05,0.1745,-0.0055,mexc→bybit,breakeven,True
2025-08-13T05:51:59.166992,inter_exchange,OASUSDT,bybit,okx,0.012224,0.01225,0.2127,0.0327,bybit→okx,loss,False
2025-08-13T05:51:59.167141,inter_exchange,LINKUSDT,bybit,binance,24.031,24.09,0.2455,0.0905,bybit→binance,profit,False
2025-08-13T05:51:59.167199,inter_exchange,MAGICUSDT,mexc,kucoin,0.27313,0.2736,0.1721,-0.0079,mexc→kucoin,breakeven,False
2025-08-13T05:51:59.167358,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002012,0.1593,0.0043,kucoin→binance,breakeven,True
2025-08-13T05:52:00.614226,inter_exchange,BABYDOGEUSDT,okx,mexc,1.393e-09,1.398e-09,0.3589,0.1589,okx→mexc,profit,False
2025-08-13T05:52:00.614312,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:00.614391,inter_exchange,LINKUSDT,bybit,mexc,24.031,24.09,0.2455,0.0655,bybit→mexc,profit,False
2025-08-13T05:52:00.614419,inter_exchange,MAGICUSDT,binance,kucoin,0.2731,0.2736,0.1831,0.0281,binance→kucoin,loss,False
2025-08-13T05:52:00.614465,inter_exchange,ENJUSDT,okx,bybit,0.07507,0.0752,0.1732,-0.0068,okx→bybit,breakeven,False
2025-08-13T05:52:00.614487,inter_exchange,FLOKIUSDT,binance,bybit,0.00011703,0.00011722,0.1624,0.0074,binance→bybit,breakeven,True
2025-08-13T05:52:00.614540,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002012,0.1593,0.0043,kucoin→binance,breakeven,False
2025-08-13T05:52:02.097994,inter_exchange,BABYDOGEUSDT,okx,mexc,1.393e-09,1.3976e-09,0.3302,0.1302,okx→mexc,profit,False
2025-08-13T05:52:02.098071,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:02.098135,inter_exchange,LINKUSDT,bybit,mexc,24.031,24.09,0.2455,0.0655,bybit→mexc,profit,False
2025-08-13T05:52:02.098159,inter_exchange,MAGICUSDT,binance,kucoin,0.273,0.2736,0.2198,0.0648,binance→kucoin,profit,False
2025-08-13T05:52:02.098227,inter_exchange,WIFUSDT,mexc,bybit,1.016,1.0179,0.187,0.007,mexc→bybit,breakeven,True
2025-08-13T05:52:02.098242,inter_exchange,ENJUSDT,okx,bybit,0.07506,0.0752,0.1865,0.0065,okx→bybit,breakeven,False
2025-08-13T05:52:02.098294,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002012,0.1593,0.0043,kucoin→binance,breakeven,False
2025-08-13T05:52:03.557162,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3976e-09,0.2582,0.0582,okx→mexc,profit,False
2025-08-13T05:52:03.557223,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:03.557290,inter_exchange,LINKUSDT,bybit,okx,24.031,24.094,0.2622,0.0822,bybit→okx,profit,False
2025-08-13T05:52:03.557335,inter_exchange,MAGICUSDT,mexc,kucoin,0.27313,0.2736,0.1721,-0.0079,mexc→kucoin,breakeven,False
2025-08-13T05:52:03.557378,inter_exchange,WIFUSDT,mexc,bybit,1.016,1.0179,0.187,0.007,mexc→bybit,breakeven,False
2025-08-13T05:52:03.557476,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002013,0.2091,0.0541,kucoin→binance,profit,False
2025-08-13T05:52:04.998057,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3976e-09,0.2582,0.0582,okx→mexc,profit,False
2025-08-13T05:52:04.998166,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:04.998240,inter_exchange,LINKUSDT,bybit,okx,24.031,24.095,0.2663,0.0863,bybit→okx,profit,False
2025-08-13T05:52:04.998264,inter_exchange,MAGICUSDT,mexc,kucoin,0.27302,0.2736,0.2124,0.0324,mexc→kucoin,loss,False
2025-08-13T05:52:04.998352,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002013,0.2091,0.0541,kucoin→binance,profit,False
2025-08-13T05:52:06.451265,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3978e-09,0.2726,0.0726,okx→mexc,profit,False
2025-08-13T05:52:06.451348,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01226,0.7395,0.5395,mexc→okx,profit,False
2025-08-13T05:52:06.451424,inter_exchange,LINKUSDT,bybit,okx,24.031,24.106,0.3121,0.1321,bybit→okx,profit,False
2025-08-13T05:52:06.451590,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
2025-08-13T05:52:07.954223,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3982e-09,0.3013,0.1013,okx→mexc,profit,False
2025-08-13T05:52:07.954293,inter_exchange,OASUSDT,mexc,okx,0.01216,0.01226,0.8224,0.6224,mexc→okx,profit,False
2025-08-13T05:52:07.954409,inter_exchange,LINKUSDT,bybit,okx,24.031,24.106,0.3121,0.1321,bybit→okx,profit,False
2025-08-13T05:52:07.954524,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
2025-08-13T05:52:09.395063,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3982e-09,0.3013,0.1013,okx→mexc,profit,False
2025-08-13T05:52:09.395187,inter_exchange,OASUSDT,mexc,okx,0.01216,0.01226,0.8224,0.6224,mexc→okx,profit,False
2025-08-13T05:52:09.395365,inter_exchange,LINKUSDT,bybit,okx,24.031,24.103,0.2996,0.1196,bybit→okx,profit,False
2025-08-13T05:52:09.395518,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
2025-08-13T05:52:10.859093,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3979e-09,0.2798,0.0798,okx→mexc,profit,False
2025-08-13T05:52:10.859173,inter_exchange,OASUSDT,mexc,okx,0.01216,0.01226,0.8224,0.6224,mexc→okx,profit,False
2025-08-13T05:52:10.859283,inter_exchange,LINKUSDT,bybit,mexc,24.031,24.1,0.2871,0.1071,bybit→mexc,profit,False
2025-08-13T05:52:10.859464,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
2025-08-13T05:52:12.308781,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3981e-09,0.2941,0.0941,okx→mexc,profit,False
2025-08-13T05:52:12.309036,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:12.309170,inter_exchange,LINKUSDT,bybit,okx,24.031,24.102,0.2955,0.1155,bybit→okx,profit,False
2025-08-13T05:52:12.309416,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
2025-08-13T05:52:13.755079,inter_exchange,BABYDOGEUSDT,okx,mexc,1.394e-09,1.3987e-09,0.3372,0.1372,okx→mexc,profit,False
2025-08-13T05:52:13.755141,inter_exchange,OASUSDT,mexc,okx,0.01217,0.01225,0.6574,0.4574,mexc→okx,profit,False
2025-08-13T05:52:13.755203,inter_exchange,LINKUSDT,bybit,mexc,24.031,24.1,0.2871,0.1071,bybit→mexc,profit,False
2025-08-13T05:52:13.755302,inter_exchange,LINKBTC,kucoin,binance,0.00020088,0.0002014,0.2589,0.1039,kucoin→binance,profit,False
