timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category,ask_age_ms,bid_age_ms,unique
2025-08-13T14:25:31.698667,inter_exchange,BABYDOGEUSDT,okx,mexc,1.417e-09,1.4221e-09,0.3599,0.1599,okx→mexc,profit,753,207,False
2025-08-13T14:25:32.349226,inter_exchange,BABYDOGEUSDT,okx,mexc,1.417e-09,1.4221e-09,0.3599,0.1599,okx→mexc,profit,21,858,False
2025-08-13T14:25:40.079191,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4223e-09,0.3032,0.1032,okx→mexc,profit,81,268,False
2025-08-13T14:25:40.192480,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4223e-09,0.3032,0.1032,okx→mexc,profit,5,382,False
2025-08-13T14:25:40.465004,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4223e-09,0.3032,0.1032,okx→mexc,profit,2,654,False
2025-08-13T14:25:41.137885,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4223e-09,0.3032,0.1032,okx→mexc,profit,17,1327,False
2025-08-13T14:25:41.387957,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4227e-09,0.3315,0.1315,okx→mexc,profit,267,177,False
2025-08-13T14:25:42.297524,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4227e-09,0.3315,0.1315,okx→mexc,profit,19,1087,False
2025-08-13T14:25:44.016560,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.423e-09,0.3526,0.1526,okx→mexc,profit,1036,254,False
2025-08-13T14:25:44.842801,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.423e-09,0.3526,0.1526,okx→mexc,profit,0,1080,False
2025-08-13T14:25:53.485674,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4232e-09,0.3667,0.1667,okx→mexc,profit,1061,264,False
2025-08-13T14:25:54.323524,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4232e-09,0.3667,0.1667,okx→mexc,profit,21,1102,False
2025-08-13T14:26:00.265546,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4226e-09,0.3244,0.1244,okx→mexc,profit,848,7,False
2025-08-13T14:26:03.878518,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4223e-09,0.3032,0.1032,okx→mexc,profit,4,1228,False
2025-08-13T14:26:04.254825,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4225e-09,0.3173,0.1173,okx→mexc,profit,380,273,False
2025-08-13T14:26:04.374086,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4225e-09,0.3173,0.1173,okx→mexc,profit,19,393,False
2025-08-13T14:26:05.145005,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4225e-09,0.3173,0.1173,okx→mexc,profit,14,1163,False
2025-08-13T14:26:05.603732,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4225e-09,0.3173,0.1173,okx→mexc,profit,473,104,False
