timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors
20250813_030544,40.088442416666666,930,402,0,12,175,48576,0.1203,0,930,0,930,0,930,0
