timestamp,type,exchange,chain,gross_profit,net_profit,pairs,category,unique
2025-08-13T09:30:58.333719,triangular,okx,USDT→BTC→OKB→USDT,0.5577,0.1677,"BTCUSDT,OKBBTC,OKBUSDT",profit,True
