timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category,ask_age_ms,bid_age_ms,unique
2025-08-13T11:44:36.004956,inter_exchange,BABYDOGEUSDT,okx,mexc,1.421e-09,1.4248e-09,0.2674,0.0674,okx→mexc,profit,1388,109,False
2025-08-13T11:44:46.579924,inter_exchange,BABYDOGEUSDT,okx,mexc,1.42e-09,1.4248e-09,0.338,0.138,okx→mexc,profit,183,263,False
2025-08-13T11:44:50.750757,inter_exchange,BABYDOGEUSDT,okx,mexc,1.419e-09,1.4247e-09,0.4017,0.2017,okx→mexc,profit,307,249,False
2025-08-13T11:44:51.126733,inter_exchange,BABYDOGEUSDT,okx,mexc,1.419e-09,1.4247e-09,0.4017,0.2017,okx→mexc,profit,9,625,False
2025-08-13T11:44:51.501018,inter_exchange,BABYDOGEUSDT,okx,mexc,1.419e-09,1.4247e-09,0.4017,0.2017,okx→mexc,profit,6,999,False
2025-08-13T11:45:01.321530,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,557,256,False
2025-08-13T11:45:01.436428,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,6,371,False
2025-08-13T11:45:01.539178,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,7,474,False
2025-08-13T11:45:02.480935,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,20,1415,False
2025-08-13T11:45:02.558527,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,4,1493,False
2025-08-13T11:45:03.959092,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,1280,126,False
2025-08-13T11:45:04.493251,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,20,661,False
2025-08-13T11:45:06.606679,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,152,135,False
2025-08-13T11:45:07.688438,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,7,1217,False
2025-08-13T11:45:07.788491,inter_exchange,BABYDOGEUSDT,okx,mexc,1.418e-09,1.4247e-09,0.4725,0.2725,okx→mexc,profit,5,1317,False
2025-08-13T11:45:09.254719,inter_exchange,BABYDOGEUSDT,okx,mexc,1.419e-09,1.423e-09,0.2819,0.0819,okx→mexc,profit,306,268,False
2025-08-13T11:45:11.254000,inter_exchange,BABYDOGEUSDT,okx,mexc,1.419e-09,1.4234e-09,0.3101,0.1101,okx→mexc,profit,0,948,False
