timestamp,type,exchange,chain,gross_profit,net_profit,pairs,category,unique
2025-08-13T09:57:00.952460,triangular,okx,USDT→BTC→OKB→USDT,0.6718,0.2818,"BTCUSDT,OKBBTC,OKBUSDT",profit,False
2025-08-13T09:58:10.280471,triangular,okx,USDT→OKB→BTC→USDT,0.6222,0.2322,"OKBUSDT,OKBBTC,BTCUSDT",profit,False
2025-08-13T09:58:11.730251,triangular,okx,USDT→OKB→BTC→USDT,0.7255,0.3355,"OKBUSDT,OKBBTC,BTCUSDT",profit,False
2025-08-13T09:58:13.292958,triangular,okx,USDT→OKB→BTC→USDT,0.7428,0.3528,"OKBUSDT,OKBBTC,BTCUSDT",profit,False
2025-08-13T09:58:14.707619,triangular,okx,USDT→OKB→BTC→USDT,0.7341,0.3441,"OKBUSDT,OKBBTC,BTCUSDT",profit,False
