timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250813_034622,5.003536166666667,173,296,0,27,187,14608,21,1.4555,0.6836,0,173,0,173,0,173,0,173,0,173,0
