timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250813_042629,45.117477183333335,1617,3608,0,451,2263,135330,123,9.0008,1.431,0,1617,0,1617,0,1617,0,1617,0,1617,0
