timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category
2025-08-13T02:45:44.556960,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:47.027188,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:49.512141,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:51.997137,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:54.558387,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:57.044510,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:45:59.520490,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:46:02.276484,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:46:04.755981,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:07.231759,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:09.709915,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:12.186295,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:14.677237,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:46:18.021421,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:46:20.495703,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:22.970117,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:25.473444,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:46:28.611525,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:31.092869,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:33.569031,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:36.065494,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:46.338899,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:48.816854,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:52.159428,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:54.781311,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:57.286082,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:46:59.781103,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:47:10.047449,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:47:12.531799,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:47:15.013865,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:47:17.499428,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:47:20.243580,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:48:33.791699,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:48:36.265447,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:48:38.736723,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:48:41.209584,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:49:05.117035,inter_exchange,GHSTUSDT,okx,mexc,0.5095,0.511,0.2944,-0.0056,okx→mexc,breakeven
2025-08-13T02:49:15.190702,inter_exchange,GHSTUSDT,okx,binance,0.5098,0.511,0.2354,0.0604,okx→binance,profit
