timestamp,type,exchange,chain,gross_profit,net_profit,pairs,category,unique
2025-08-13T10:14:41.148857,triangular,okx,USDT→OKB→BTC→USDT,0.4393,0.0493,"OKBUSDT,OKBBTC,BTCUSDT",loss,False
2025-08-13T10:15:08.482339,triangular,okx,USDT→BTC→OKB→USDT,0.4765,0.0865,"BTCUSDT,OKBBTC,OKBUSDT",profit,False
2025-08-13T10:15:10.035644,triangular,okx,USDT→BTC→OKB→USDT,0.3974,0.0074,"BTCUSDT,OKBBTC,OKBUSDT",breakeven,False
