timestamp,type,exchange,chain,gross_profit,net_profit,pairs,category,unique
2025-08-13T15:09:31.206076,triangular,kucoin,USDT→LINK→BTC→USDT,0.433,0.103,"LINKUSDT,LINKBTC,BTCUSDT",profit,True
