timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category
2025-08-13T00:51:53.513310,inter_exchange,APTUSDT,binance,mexc,4.881,4.897,0.3278,0.0528,binance→mexc,profit
2025-08-13T00:53:01.024669,inter_exchange,APTUSDT,binance,mexc,4.859,4.872,0.2675,-0.0075,binance→mexc,breakeven
2025-08-13T00:53:06.671001,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:09.143007,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:11.632906,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:14.153808,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:16.644476,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:19.189766,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:53:21.712559,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3907e-09,0.3391,0.0391,okx→mexc,loss
2025-08-13T00:55:00.742966,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3907e-09,0.4116,0.1116,okx→mexc,profit
2025-08-13T00:56:01.113272,inter_exchange,GHSTUSDT,okx,binance,0.5059,0.507,0.2174,0.0424,okx→binance,loss
2025-08-13T00:56:03.590377,inter_exchange,GHSTUSDT,okx,binance,0.5059,0.507,0.2174,0.0424,okx→binance,loss
2025-08-13T00:56:44.560012,inter_exchange,APTUSDT,mexc,binance,4.839,4.857,0.372,0.097,mexc→binance,profit
2025-08-13T00:58:30.882012,inter_exchange,CRVUSDT,binance,okx,0.976,0.9777,0.1742,-0.0008,binance→okx,breakeven
2025-08-13T00:58:33.396520,inter_exchange,CRVUSDT,binance,mexc,0.9745,0.9776,0.3181,0.0431,binance→mexc,loss
