timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category
2025-08-13T02:25:40.759832,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:43.265583,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:46.355290,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:48.853373,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:51.371196,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:54.073032,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:56.734569,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:25:59.829094,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:02.307235,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:05.497622,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:08.202377,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:10.692963,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:13.179369,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:15.660639,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:18.177896,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:20.692977,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:23.192146,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:25.716237,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:28.432918,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:31.686300,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:34.181546,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:36.670802,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
2025-08-13T02:26:39.150098,inter_exchange,OASUSDT,mexc,okx,0.01245,0.01249,0.3213,0.0213,mexc→okx,loss
