timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors
20250813_030249,20.060786800000002,462,116,0,10,39,26221,0.3176,0,462,0,462,0,462,0
