timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category
2025-08-13T02:42:47.161586,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3914e-09,0.3896,0.0896,okx→mexc,profit
2025-08-13T02:42:49.614968,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3914e-09,0.3896,0.0896,okx→mexc,profit
2025-08-13T02:42:52.774814,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:42:55.191005,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:42:58.530956,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:43:00.996170,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:43:03.449682,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:43:05.928147,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:43:08.380821,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3914e-09,0.3172,0.0172,okx→mexc,loss
2025-08-13T02:43:26.522685,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:28.975186,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:32.361127,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:34.818607,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:37.287765,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:39.785854,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:42.308938,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:44.789280,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:47.252032,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:50.052282,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:52.529480,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:43:55.134929,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3904e-09,0.3899,0.0899,okx→mexc,profit
2025-08-13T02:43:57.612996,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:44:00.231911,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:44:02.709471,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
2025-08-13T02:44:06.018340,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3904e-09,0.3175,0.0175,okx→mexc,loss
