timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category,ask_age_ms,bid_age_ms,unique
2025-08-13T10:44:24.851652,inter_exchange,CRVUSDT,okx,mexc,1.0406,1.0427,0.2018,0.0018,okx→mexc,breakeven,20,458,False
2025-08-13T10:44:24.979167,inter_exchange,CRVUSDT,okx,mexc,1.0406,1.0427,0.2018,0.0018,okx→mexc,breakeven,18,586,False
2025-08-13T10:44:25.586230,inter_exchange,CRVUSDT,okx,mexc,1.0407,1.0427,0.1922,-0.0078,okx→mexc,breakeven,14,1193,False
2025-08-13T10:44:25.740901,inter_exchange,CRVUSDT,okx,mexc,1.0407,1.0427,0.1922,-0.0078,okx→mexc,breakeven,20,1347,False
2025-08-13T10:44:25.824100,inter_exchange,CRVUSDT,okx,mexc,1.0407,1.0427,0.1922,-0.0078,okx→mexc,breakeven,13,1431,False
2025-08-13T10:44:26.041585,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,3,323,False
2025-08-13T10:44:26.150413,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,13,432,False
2025-08-13T10:44:26.466652,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,0,748,False
2025-08-13T10:44:26.829573,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,17,1111,False
2025-08-13T10:44:26.911863,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,6,1193,False
2025-08-13T10:44:27.012642,inter_exchange,CRVUSDT,okx,mexc,1.0405,1.0426,0.2018,0.0018,okx→mexc,breakeven,9,1294,False
2025-08-13T10:44:30.168128,inter_exchange,BABYDOGEUSDT,okx,mexc,1.406e-09,1.409e-09,0.2134,0.0134,okx→mexc,loss,12,479,False
2025-08-13T10:44:30.850650,inter_exchange,BABYDOGEUSDT,okx,mexc,1.406e-09,1.409e-09,0.2134,0.0134,okx→mexc,loss,15,1162,False
2025-08-13T10:44:30.942548,inter_exchange,BABYDOGEUSDT,okx,mexc,1.406e-09,1.409e-09,0.2134,0.0134,okx→mexc,loss,11,1254,False
2025-08-13T10:44:31.061847,inter_exchange,BABYDOGEUSDT,okx,mexc,1.406e-09,1.409e-09,0.2134,0.0134,okx→mexc,loss,21,1373,False
2025-08-13T10:45:04.557865,inter_exchange,BALUSDT,mexc,okx,1.4739,1.4791,0.3528,0.1528,mexc→okx,profit,254,138,False
2025-08-13T10:45:04.896282,inter_exchange,BALUSDT,mexc,okx,1.4739,1.4791,0.3528,0.1528,mexc→okx,profit,593,1,False
2025-08-13T10:45:05.012209,inter_exchange,BALUSDT,mexc,okx,1.4739,1.4792,0.3596,0.1596,mexc→okx,profit,709,18,False
2025-08-13T10:45:05.098985,inter_exchange,BALUSDT,mexc,okx,1.4739,1.4793,0.3664,0.1664,mexc→okx,profit,795,9,False
2025-08-13T10:45:10.944079,inter_exchange,MKRUSDT,okx,binance,1979.0,1985.2,0.3133,0.1383,okx→binance,profit,3,1116,False
2025-08-13T10:45:11.057554,inter_exchange,MKRUSDT,okx,binance,1977.9,1985.2,0.3691,0.1941,okx→binance,profit,4,1230,False
2025-08-13T10:45:11.158609,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,7,167,False
2025-08-13T10:45:11.326587,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,175,335,False
2025-08-13T10:45:11.425309,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,274,434,False
2025-08-13T10:45:11.507658,inter_exchange,MKRUSDT,okx,mexc,1976.5,1985.4,0.4503,0.2503,okx→mexc,profit,0,516,False
2025-08-13T10:45:11.620098,inter_exchange,MKRUSDT,okx,mexc,1976.1,1985.4,0.4706,0.2706,okx→mexc,profit,16,628,False
2025-08-13T10:45:11.726395,inter_exchange,MKRUSDT,okx,mexc,1976.1,1985.4,0.4706,0.2706,okx→mexc,profit,21,735,False
2025-08-13T10:45:11.812782,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,661,821,False
2025-08-13T10:45:11.947787,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,796,956,False
2025-08-13T10:45:12.058823,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,907,1067,False
2025-08-13T10:45:12.180375,inter_exchange,MKRUSDT,binance,mexc,1976.5,1985.4,0.4503,0.2753,binance→mexc,profit,1029,1189,False
2025-08-13T10:45:12.478098,inter_exchange,MKRUSDT,binance,mexc,1976.1,1985.4,0.4706,0.2956,binance→mexc,profit,6,1487,False
2025-08-13T10:46:05.486596,inter_exchange,DOGEUSDT,mexc,binance,0.24116,0.24156,0.1659,-0.0091,mexc→binance,breakeven,1467,7,False
2025-08-13T10:47:14.750780,inter_exchange,BABYDOGEUSDT,okx,mexc,1.408e-09,1.411e-09,0.2131,0.0131,okx→mexc,loss,436,260,False
2025-08-13T10:47:36.008274,inter_exchange,BABYDOGEUSDT,okx,mexc,1.408e-09,1.4108e-09,0.1989,-0.0011,okx→mexc,breakeven,258,275,False
2025-08-13T10:47:40.403740,inter_exchange,BABYDOGEUSDT,okx,mexc,1.408e-09,1.4108e-09,0.1989,-0.0011,okx→mexc,breakeven,16,700,False
2025-08-13T10:47:40.514369,inter_exchange,BABYDOGEUSDT,okx,mexc,1.408e-09,1.4108e-09,0.1989,-0.0011,okx→mexc,breakeven,13,811,False
2025-08-13T10:47:58.558592,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,14,576,False
2025-08-13T10:47:58.887286,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,6,905,False
2025-08-13T10:47:59.004572,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,13,1022,False
2025-08-13T10:47:59.107499,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,9,1125,False
2025-08-13T10:48:00.813098,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,264,265,False
2025-08-13T10:48:01.298128,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,20,750,False
2025-08-13T10:48:01.525748,inter_exchange,BABYDOGEUSDT,okx,mexc,1.407e-09,1.41e-09,0.2132,0.0132,okx→mexc,loss,13,978,False
