timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors
20250813_025543,30.07766375,698,391,0,3,175,36248,0.1203,0,698,0,698,0,698,0
