timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors
20250813_023540,10.0305831,234,234,0,0,117,11598,0.1016,0,234,0,234,0,234,0
