timestamp,type,exchange,chain,gross_profit,net_profit,pairs,category,unique
2025-08-13T09:39:19.579441,triangular,okx,USDT→BTC→OKB→USDT,0.7366,0.3466,"BTCUSDT,OKBBTC,OKBUSDT",profit,False
2025-08-13T09:39:20.981136,triangular,okx,USDT→BTC→OKB→USDT,0.767,0.377,"BTCUSDT,OKBBTC,OKBUSDT",profit,False
