timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,uniq_tri_count,uniq_tri_sum_net,best_inter_profit,best_tri_profit,session_runtime_minutes,session_trades,session_profit_usd,session_profit_pct,paper_start_balance,paper_balance,paper_total_pnl,orders_placed,orders_filled,orders_cancelled,fill_ratio,exec_avg_latency_ms,exec_total_slippage_pct,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250814_203828,0.00048645000000000003,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0004664778709411621,0,0.0,0.0,1000.0,1000.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
