timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250813_041628,35.098477966666664,1255,2692,0,331,1684,105150,115,8.7088,1.431,0,1255,0,1255,0,1255,0,1255,0,1255,0
