timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors
20250813_025248,10.040312983333333,232,104,0,1,36,13186,0.3176,0,232,0,232,0,232,0
