timestamp,type,symbol,buy_exchange,sell_exchange,buy_price,sell_price,gross_profit,net_profit,route,category,ask_age_ms,bid_age_ms,unique
2025-08-13T09:34:14.526727,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,140,46,False
2025-08-13T09:34:15.237964,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,20,757,False
2025-08-13T09:34:15.341745,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,16,861,False
2025-08-13T09:34:15.456184,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,10,976,False
2025-08-13T09:34:15.534574,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,0,1054,False
2025-08-13T09:34:15.960534,inter_exchange,ILVUSDT,okx,binance,17.8,17.83,0.1685,-0.0065,okx→binance,breakeven,20,1480,False
2025-08-13T09:34:16.037418,inter_exchange,BABYDOGEUSDT,okx,mexc,1.385e-09,1.3892e-09,0.3032,0.1032,okx→mexc,profit,868,272,False
2025-08-13T09:34:18.962838,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3893e-09,0.2381,0.0381,okx→mexc,loss,184,237,False
2025-08-13T09:34:20.002775,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3893e-09,0.2381,0.0381,okx→mexc,loss,20,1277,False
2025-08-13T09:34:20.106290,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3893e-09,0.2381,0.0381,okx→mexc,loss,11,1381,False
2025-08-13T09:34:20.414510,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3894e-09,0.2453,0.0453,okx→mexc,loss,96,210,False
2025-08-13T09:34:20.823941,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3894e-09,0.2453,0.0453,okx→mexc,loss,20,619,False
2025-08-13T09:34:26.301531,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3894e-09,0.2453,0.0453,okx→mexc,loss,1369,22,False
2025-08-13T09:34:32.587910,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3897e-09,0.267,0.067,okx→mexc,profit,186,205,False
2025-08-13T09:34:44.706911,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3902e-09,0.303,0.103,okx→mexc,profit,1036,232,False
2025-08-13T09:34:47.762546,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.39e-09,0.2886,0.0886,okx→mexc,profit,248,249,False
2025-08-13T09:34:50.745112,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3901e-09,0.2958,0.0958,okx→mexc,profit,737,220,False
2025-08-13T09:34:58.406208,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3899e-09,0.2814,0.0814,okx→mexc,profit,21,550,False
2025-08-13T09:35:12.734123,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3899e-09,0.2814,0.0814,okx→mexc,profit,21,1307,False
2025-08-13T09:35:13.161366,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,448,244,False
2025-08-13T09:35:17.896989,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,124,22,False
2025-08-13T09:35:18.012997,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,21,138,False
2025-08-13T09:35:18.106609,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,21,232,False
2025-08-13T09:35:18.287119,inter_exchange,SSVUSDT,binance,okx,10.24,10.257,0.166,-0.009,binance→okx,breakeven,532,22,False
2025-08-13T09:35:18.287406,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,22,413,False
2025-08-13T09:35:18.420764,inter_exchange,SSVUSDT,binance,okx,10.24,10.257,0.166,-0.009,binance→okx,breakeven,665,21,False
2025-08-13T09:35:18.481208,inter_exchange,SSVUSDT,binance,okx,10.24,10.258,0.1758,0.0008,binance→okx,breakeven,726,22,False
2025-08-13T09:35:18.613200,inter_exchange,SSVUSDT,binance,okx,10.24,10.258,0.1758,0.0008,binance→okx,breakeven,858,22,False
2025-08-13T09:35:18.613414,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3911e-09,0.2956,0.0956,okx→mexc,profit,22,739,False
2025-08-13T09:35:18.673679,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3911e-09,0.2956,0.0956,okx→mexc,profit,21,799,False
2025-08-13T09:35:18.986918,inter_exchange,SSVUSDT,binance,okx,10.24,10.258,0.1758,0.0008,binance→okx,breakeven,1231,21,False
2025-08-13T09:35:19.065392,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3911e-09,0.2956,0.0956,okx→mexc,profit,21,1191,False
2025-08-13T09:35:19.306591,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,22,1432,False
2025-08-13T09:35:20.101418,inter_exchange,FLOKIUSDT,binance,okx,0.00011594,0.00011615,0.1811,0.0061,binance→okx,breakeven,24,220,False
2025-08-13T09:35:20.101524,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3911e-09,0.2956,0.0956,okx→mexc,profit,417,577,False
2025-08-13T09:35:20.182086,inter_exchange,BABYDOGEUSDT,okx,mexc,1.387e-09,1.3911e-09,0.2956,0.0956,okx→mexc,profit,22,657,False
2025-08-13T09:35:20.262155,inter_exchange,FLOKIUSDT,binance,okx,0.00011594,0.00011616,0.1898,0.0148,binance→okx,loss,184,24,False
2025-08-13T09:35:20.262370,inter_exchange,BABYDOGEUSDT,okx,mexc,1.386e-09,1.3911e-09,0.368,0.168,okx→mexc,profit,23,737,False
