timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,best_inter_profit,best_tri_profit,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250813_040127,20.07825655,712,1278,0,93,860,59882,62,3.7023,0.6836,0,712,0,712,0,712,0,712,0,712,0
