timestamp,open,close,high,low,vol
1754123760,0.030734,0.030734,0.030734,0.030734,0.0001505966
1754123700,0.030739,0.030739,0.030739,0.030739,0.00030739
1754123640,0.030715,0.030717,0.030717,0.030673,0.0166605642
1754123580,0.030784,0.030784,0.030784,0.030784,0.0
1754123520,0.030784,0.030784,0.030784,0.030784,0.0
1754123460,0.030784,0.030784,0.030784,0.030784,0.000323232
1754123400,0.030826,0.030826,0.030826,0.030826,0.0
1754123340,0.030826,0.030826,0.030826,0.030826,0.0135757704
1754123280,0.030814,0.030809,0.030814,0.030809,0.008315746
1754123220,0.030836,0.030836,0.030836,0.030836,0.0
1754123160,0.030836,0.030836,0.030836,0.030836,0.0
1754123100,0.030825,0.030836,0.030836,0.030825,0.0015138221
1754123040,0.030871,0.030871,0.030871,0.030871,0.0
1754122980,0.030871,0.030871,0.030871,0.030871,0.0
1754122920,0.030871,0.030871,0.030871,0.030871,0.0
1754122860,0.030871,0.030871,0.030871,0.030871,0.0
1754122800,0.030871,0.030871,0.030871,0.030871,0.0
1754122740,0.030871,0.030871,0.030871,0.030871,0.0
1754122680,0.030871,0.030871,0.030871,0.030871,0.0
1754122620,0.030871,0.030871,0.030871,0.030871,0.0
1754122560,0.030871,0.030871,0.030871,0.030871,0.0
1754122500,0.030871,0.030871,0.030871,0.030871,0.0
1754122440,0.030871,0.030871,0.030871,0.030871,0.0009045203
1754122380,0.030855,0.030855,0.030855,0.030855,0.0
1754122320,0.030855,0.030855,0.030855,0.030855,0.0
1754122260,0.030855,0.030855,0.030855,0.030855,0.0
1754122200,0.030855,0.030855,0.030855,0.030855,0.0
1754122140,0.030855,0.030855,0.030855,0.030855,0.0
1754122080,0.030855,0.030855,0.030855,0.030855,0.0
1754122020,0.030855,0.030855,0.030855,0.030855,0.0
1754121960,0.030852,0.030855,0.030855,0.030852,0.005090877
1754121900,0.030858,0.030858,0.030858,0.030858,0.0
1754121840,0.030858,0.030858,0.030858,0.030858,0.0
1754121780,0.030858,0.030858,0.030858,0.030858,0.0
1754121720,0.030858,0.030858,0.030858,0.030858,0.0
1754121660,0.030858,0.030858,0.030858,0.030858,0.0
1754121600,0.030858,0.030858,0.030858,0.030858,0.0
1754121540,0.030858,0.030858,0.030858,0.030858,0.0
1754121480,0.030858,0.030858,0.030858,0.030858,0.0
1754121420,0.030858,0.030858,0.030858,0.030858,0.0
1754121360,0.030858,0.030858,0.030858,0.030858,0.0
1754121300,0.030858,0.030858,0.030858,0.030858,0.0
1754121240,0.030858,0.030858,0.030858,0.030858,0.0
1754121180,0.030858,0.030858,0.030858,0.030858,0.0
1754121120,0.030858,0.030858,0.030858,0.030858,0.0
1754121060,0.030858,0.030858,0.030858,0.030858,0.0
1754121000,0.030858,0.030858,0.030858,0.030858,0.0
1754120940,0.030836,0.030858,0.030858,0.03081,0.0717612042
1754120880,0.030841,0.030837,0.030841,0.030837,0.0548901891
1754120820,0.03083,0.030835,0.030835,0.03083,0.00062896
1754120760,0.030747,0.030747,0.030747,0.030747,0.0
1754120700,0.030747,0.030747,0.030747,0.030747,0.0
1754120640,0.030747,0.030747,0.030747,0.030747,0.0
1754120580,0.030747,0.030747,0.030747,0.030747,0.0
1754120520,0.030747,0.030747,0.030747,0.030747,0.0
1754120460,0.030747,0.030747,0.030747,0.030747,0.0
1754120400,0.030747,0.030747,0.030747,0.030747,0.0
1754120340,0.030747,0.030747,0.030747,0.030747,0.0
1754120280,0.030747,0.030747,0.030747,0.030747,0.0
1754120220,0.030747,0.030747,0.030747,0.030747,0.0
1754120160,0.030747,0.030747,0.030747,0.030747,0.0017433549
1754120100,0.030747,0.030747,0.030747,0.030747,0.0
1754120040,0.030746,0.030747,0.030747,0.030746,0.0014051123
1754119980,0.030715,0.030715,0.030715,0.030715,0.0
1754119920,0.030715,0.030715,0.030715,0.030715,0.0
1754119860,0.030715,0.030715,0.030715,0.030715,0.0
1754119800,0.030715,0.030715,0.030715,0.030715,0.000810876
1754119740,0.030724,0.030724,0.030724,0.030724,0.0030724
1754119680,0.030692,0.030692,0.030692,0.030692,0.0
1754119620,0.030692,0.030692,0.030692,0.030692,0.0
1754119560,0.030692,0.030692,0.030692,0.030692,0.0
1754119500,0.030692,0.030692,0.030692,0.030692,0.0
1754119440,0.030692,0.030692,0.030692,0.030692,0.0
1754119380,0.030692,0.030692,0.030692,0.030692,0.00084403
1754119320,0.030607,0.030607,0.030607,0.030607,0.0
