timestamp,open,high,low,close,volume
2025-07-31 22:20:00,3718.63,3724.27,3717.95,3722.86,66838.169512
2025-07-31 22:21:00,3722.62,3722.88,3719.97,3722.88,100027.183593
2025-07-31 22:22:00,3720.49,3722.39,3719.73,3720.82,58767.83898428
2025-07-31 22:23:00,3720.82,3720.82,3715.58,3715.91,73406.170889
2025-07-31 22:24:00,3716.8,3718.17,3713.0,3713.0,44233.445701
2025-07-31 22:25:00,3713.0,3717.29,3712.48,3717.29,75682.455102
2025-07-31 22:26:00,3714.89,3714.89,3713.38,3714.64,97317.481757
2025-07-31 22:27:00,3712.0,3714.16,3710.0,3712.87,73951.338085
2025-07-31 22:28:00,3713.87,3718.4,3713.87,3718.16,315482.45898
2025-07-31 22:29:00,3718.26,3720.47,3718.26,3720.06,81965.976419
2025-07-31 22:30:00,3721.29,3721.47,3714.21,3714.21,107178.982854
2025-07-31 22:31:00,3712.89,3713.4,3712.46,3712.66,2322.059033
2025-07-31 22:32:00,3712.66,3716.5,3712.46,3714.42,51803.44815883122
2025-07-31 22:33:00,3714.24,3717.2,3713.95,3717.2,40563.399026
2025-07-31 22:34:00,3718.5,3719.0,3715.29,3715.3,17414.092519
2025-07-31 22:35:00,3714.91,3715.69,3712.26,3714.34,81371.538471
2025-07-31 22:36:00,3714.4,3714.4,3710.31,3710.99,710135.542719
2025-07-31 22:37:00,3711.48,3713.73,3711.48,3712.7,54141.179482
2025-07-31 22:38:00,3711.75,3711.75,3708.47,3708.47,125089.657444
2025-07-31 22:39:00,3708.31,3709.14,3706.43,3709.14,267155.113854
2025-07-31 22:40:00,3709.51,3710.43,3705.0,3706.5,355863.63887
2025-07-31 22:41:00,3705.83,3706.04,3703.32,3703.33,768101.511806
2025-07-31 22:42:00,3704.09,3709.95,3703.24,3709.85,43134.666702
2025-07-31 22:43:00,3711.27,3712.4,3710.1,3711.26,18560.16603
2025-07-31 22:44:00,3710.1,3710.75,3710.06,3710.4,74728.16682973
2025-07-31 22:45:00,3710.41,3710.74,3707.14,3708.08,213668.905095
2025-07-31 22:46:00,3706.18,3708.48,3706.18,3706.56,60863.23587522
2025-07-31 22:47:00,3706.74,3706.74,3705.32,3705.91,17249.506471
2025-07-31 22:48:00,3704.18,3705.43,3703.44,3703.87,9831.063857
2025-07-31 22:49:00,3703.48,3705.89,3703.48,3705.89,133981.437495
2025-07-31 22:50:00,3706.71,3710.49,3704.73,3708.17,1066302.462144
2025-07-31 22:51:00,3710.0,3710.35,3708.29,3708.29,102272.574623
2025-07-31 22:52:00,3708.82,3708.82,3707.55,3707.55,1113.135374
2025-07-31 22:53:00,3707.01,3714.07,3707.01,3714.07,27289.073
2025-07-31 22:54:00,3714.51,3716.39,3712.07,3712.07,4695.017605
2025-07-31 22:55:00,3712.04,3712.65,3710.75,3710.75,17177.715395
2025-07-31 22:56:00,3711.03,3711.03,3709.48,3711.02,99567.165078
2025-07-31 22:57:00,3712.64,3712.64,3710.88,3710.88,7356.902608
2025-07-31 22:58:00,3711.92,3717.07,3711.92,3715.11,103468.25533
2025-07-31 22:59:00,3715.24,3715.24,3710.0,3710.0,45765.37521
2025-07-31 23:00:00,3709.62,3716.39,3709.47,3716.39,191075.005975
2025-07-31 23:01:00,3714.29,3720.55,3714.17,3715.66,830692.03871
2025-07-31 23:02:00,3716.79,3721.42,3716.27,3721.42,158138.125731
2025-07-31 23:03:00,3722.2,3722.97,3721.07,3722.97,185954.592442
2025-07-31 23:04:00,3725.71,3725.71,3720.11,3721.25,1117760.102695
2025-07-31 23:05:00,3720.55,3722.25,3718.63,3722.22,167318.888684
2025-07-31 23:06:00,3721.82,3721.82,3718.51,3721.25,32770.806145
