timestamp,open,close,high,low,vol
1754222400,3485.39,3488.49,3489.3,3481.88,617955.717225
1754221500,3488.33,3485.01,3497.56,3484.52,1278754.1334129893
1754220600,3498.69,3488.54,3498.69,3484.16,2727833.245393
1754219700,3515.42,3499.86,3515.42,3497.52,1896722.55951981
1754218800,3484.99,3516.21,3516.21,3484.99,4440132.802436
1754217900,3475.65,3484.96,3488.12,3475.17,1308186.157883
1754217000,3470.0,3476.49,3477.26,3467.75,2256273.98548137
1754216100,3474.79,3470.57,3476.98,3470.26,541777.7913972
1754215200,3466.05,3475.69,3475.69,3466.05,916598.39047816
1754214300,3464.24,3467.08,3467.35,3463.78,253122.64235393
1754213400,3462.3,3462.92,3464.35,3460.24,94077.82981431
1754212500,3458.27,3461.59,3463.55,3455.55,104237.14512521
1754211600,3463.03,3458.0,3465.21,3456.82,622966.45609126
1754210700,3457.92,3463.23,3465.51,3454.66,704045.84042809
1754209800,3458.95,3456.95,3459.1,3450.24,692954.47720115
1754208900,3466.8,3458.01,3469.67,3458.01,716061.2699097154
1754208000,3456.66,3467.85,3467.85,3456.66,600256.08153568
1754207100,3458.86,3456.04,3459.57,3453.13,779695.031389
1754206200,3450.94,3459.04,3459.28,3450.77,487160.3972597795
1754205300,3449.82,3450.93,3451.89,3444.58,388362.65116793
1754204400,3440.35,3449.28,3449.28,3440.35,80519.481305
1754203500,3441.74,3439.98,3443.68,3437.22,124268.83969
1754202600,3442.26,3439.92,3445.44,3439.12,116634.085646
1754201700,3439.54,3443.07,3447.05,3439.54,330345.711342
1754200800,3445.01,3439.84,3447.41,3437.46,290071.112772
1754199900,3443.87,3445.6,3446.18,3440.94,1158033.674058
1754199000,3451.65,3444.35,3455.4,3442.76,253716.730853
1754198100,3446.66,3453.06,3454.38,3444.25,231603.46085
1754197200,3443.29,3447.38,3454.21,3442.25,352893.395406
1754196300,3442.19,3444.26,3444.26,3434.49,222087.714467
1754195400,3442.38,3440.24,3442.38,3434.01,130856.14022
1754194500,3437.98,3442.34,3447.4,3437.98,736649.01521737
1754193600,3443.29,3438.47,3443.29,3434.96,704504.077107
1754192700,3451.05,3446.5,3451.05,3446.26,237717.200368
1754191800,3445.6,3451.05,3451.51,3442.68,292241.583272
1754190900,3443.99,3445.94,3451.28,3440.79,1223515.010524
1754190000,3443.77,3443.41,3444.66,3439.41,285299.547539
1754189100,3439.66,3444.88,3445.46,3438.29,414312.8705802995
1754188200,3429.53,3440.09,3440.16,3429.53,658717.852349
1754187300,3431.59,3427.63,3437.17,3427.63,988913.903366
1754186400,3413.27,3431.93,3437.3,3413.27,815306.588568
1754185500,3420.15,3414.07,3420.15,3408.85,615513.21701658
1754184600,3419.44,3420.01,3423.07,3415.64,538591.590292
1754183700,3410.24,3421.19,3422.0,3404.14,542980.66474561
1754182800,3408.92,3414.46,3416.88,3402.24,520105.58524465
1754181900,3394.55,3410.21,3410.33,3394.04,576750.452205316
1754181000,3377.43,3393.25,3397.84,3354.16,6618812.267433
1754180100,3401.88,3378.73,3409.59,3369.69,3027825.604015
1754179200,3393.57,3400.61,3412.44,3391.41,1373117.9349389295
1754178300,3408.27,3393.52,3411.42,3390.41,990437.290483
1754177400,3374.82,3406.55,3417.64,3373.36,5639560.29997
1754176500,3391.7,3375.85,3399.48,3370.16,3979779.930439672
1754175600,3411.1,3389.11,3412.8,3385.69,418908.70377295
1754174700,3411.61,3411.81,3420.81,3411.61,782470.904167
1754173800,3391.35,3410.62,3411.35,3391.35,1088657.355278
1754172900,3417.95,3393.13,3417.95,3388.88,4392189.081529
1754172000,3412.52,3418.69,3427.36,3412.51,1575917.45131523
1754171100,3416.99,3412.86,3430.76,3407.47,860682.46087689
1754170200,3412.92,3416.81,3427.12,3412.41,431910.42156022
1754169300,3410.44,3412.6,3416.93,3406.75,679550.481613
1754168400,3424.24,3407.96,3441.24,3407.96,1850111.317921
1754167500,3409.92,3423.72,3423.72,3406.53,743329.58436143
1754166600,3411.19,3409.49,3415.92,3403.46,836500.4770232
1754165700,3403.78,3410.12,3415.72,3393.91,1285457.634134
1754164800,3383.02,3403.25,3406.73,3382.39,1089558.55929862
1754163900,3414.25,3383.33,3414.25,3383.1,2943314.469469
1754163000,3420.0,3416.08,3425.17,3406.82,1253406.02613479
1754162100,3389.06,3419.99,3419.99,3389.06,2615376.837464
1754161200,3383.43,3388.62,3394.59,3375.89,4078433.77660724
1754160300,3389.41,3382.69,3391.54,3372.0,3201502.88304751
1754159400,3395.89,3388.9,3400.0,3382.44,3332784.17493614
1754158500,3408.8,3395.07,3420.29,3391.15,9268751.730483644
1754157600,3425.41,3408.99,3433.16,3408.99,1334197.0004846
1754156700,3455.25,3423.92,3456.0,3415.36,3104350.431977048
1754155800,3476.2,3454.7,3476.2,3454.34,520529.61619058
1754154900,3476.21,3478.17,3480.98,3470.86,985411.809818
1754154000,3472.59,3477.61,3479.32,3465.14,1937501.001326
1754153100,3468.65,3470.21,3477.17,3458.72,866959.05557186
1754152200,3450.34,3468.02,3473.91,3433.02,1674257.47328039
1754151300,3456.28,3451.79,3460.13,3444.67,927254.74309086
1754150400,3459.64,3456.99,3465.67,3447.63,1316310.25907451
1754149500,3469.69,3459.37,3471.89,3451.78,1400835.890631
1754148600,3484.01,3470.34,3484.06,3458.33,5629232.868776842
1754147700,3480.76,3486.73,3491.89,3480.46,633947.922362
1754146800,3479.03,3482.27,3488.55,3477.71,3708597.089201
1754145900,3474.76,3482.07,3482.47,3467.57,3170715.76161146
1754145000,3490.72,3475.05,3490.72,3467.26,2077332.20535604
1754144100,3503.56,3492.04,3503.56,3483.13,1412294.25409254
1754143200,3508.7,3503.84,3517.11,3502.72,516865.91174886
1754142300,3505.42,3509.6,3515.95,3504.83,649218.68014489
1754141400,3502.44,3506.93,3513.78,3492.5,1373629.5705959
1754140500,3503.54,3503.08,3511.52,3502.89,388116.32944891
1754139600,3508.57,3505.99,3510.91,3501.49,630230.92829545
1754138700,3502.3,3508.49,3512.66,3499.13,425570.15250703035
1754137800,3508.26,3500.61,3513.68,3500.61,683046.347249
1754136900,3499.08,3508.04,3510.38,3496.49,585259.01561577
1754136000,3508.09,3499.57,3508.09,3498.79,1513894.93811693
1754135100,3511.06,3509.36,3514.75,3502.47,251687.203394
1754134200,3513.4,3511.14,3517.71,3505.87,1483891.14598116
1754133300,3487.6,3513.15,3515.15,3486.37,2672155.96635716
1754132400,3492.28,3487.41,3498.41,3482.89,297883.98919583
1754131500,3483.27,3492.93,3494.96,3479.51,154831.2805023
1754130600,3489.79,3482.89,3492.34,3477.57,653476.94381742
1754129700,3483.29,3488.83,3492.72,3475.03,3864997.45504
1754128800,3491.84,3483.3,3493.62,3480.7,3296541.868124
1754127900,3482.27,3492.5,3495.18,3482.27,447693.354739
1754127000,3491.15,3482.68,3495.15,3482.06,2215938.35862875
1754126100,3500.23,3492.47,3503.12,3487.39,363089.375929
1754125200,3491.95,3501.21,3502.99,3486.48,256060.38264
1754124300,3498.67,3491.91,3505.7,3487.77,979797.115708
1754123400,3507.99,3498.71,3508.0,3486.63,4575225.12969
1754122500,3516.94,3507.67,3523.51,3507.67,2274671.60786146
