timestamp,open,close,high,low,vol
1754222400,113870.01,113829.7,113871.0,113825.39,326314.90907688
1754221500,113947.0,113870.01,114050.0,113870.0,623970.18420079
1754220600,113999.01,113955.0,114005.0,113912.2,740231.02990643
1754219700,114220.0,113999.01,114220.0,113999.01,3797254.7818539785
1754218800,113885.49,114220.0,114249.58,113885.49,1822914.6519332055
1754217900,113811.24,113885.49,113885.49,113808.82,739180.8350421723
1754217000,113760.01,113811.59,113811.61,113731.0,222923.7503266655
1754216100,113763.31,113760.01,113769.0,113742.77,831229.9670487929
1754215200,113656.91,113760.83,113763.16,113656.9,172720.3765588219
1754214300,113659.0,113656.91,113683.99,113640.68,1150995.3427588588
1754213400,113644.99,113659.0,113673.99,113637.0,791528.9918098199
1754212500,113672.75,113645.0,113680.0,113624.01,1132580.10026483
1754211600,113682.99,113672.75,113700.53,113638.0,1148998.2575154998
1754210700,113590.0,113689.0,113690.0,113547.51,1764959.2024444432
1754209800,113674.97,113589.99,113674.97,113578.64,710705.27792891
1754208900,113771.0,113674.97,113780.73,113670.16,526631.6323563155
1754208000,113695.0,113771.0,113771.0,113695.0,624966.8416649958
1754207100,113694.99,113690.0,113700.0,113657.1,479487.5195948859
1754206200,113694.58,113695.0,113709.3,113657.09,1326410.9545202807
1754205300,113648.42,113694.58,113699.77,113619.63,724814.99389462
1754204400,113538.0,113648.41,113661.3,113538.0,554308.1990898435
1754203500,113480.0,113537.51,113537.51,113480.0,480489.5698048977
1754202600,113544.0,113480.0,113579.0,113466.12,276426.24867716
1754201700,113520.01,113544.12,113581.51,113503.0,446718.4667784912
1754200800,113618.0,113520.0,113628.0,113520.0,357494.97069195
1754199900,113537.0,113618.0,113626.12,113486.0,617013.7776467466
1754199000,113583.51,113529.0,113638.0,113522.0,896184.188205414
1754198100,113489.99,113583.51,113583.51,113478.31,213390.453545789
1754197200,113460.0,113490.0,113491.51,113420.0,341374.23975574505
1754196300,113387.54,113450.0,113459.88,113349.0,219075.47605445728
1754195400,113511.0,113387.55,113511.0,113335.91,971636.800317545
1754194500,113420.32,113511.0,113511.0,113417.01,712641.7685864775
1754193600,113611.81,113420.63,113611.81,113420.63,1764720.0791561
1754192700,113707.03,113612.0,113715.0,113612.0,1860813.36240356
1754191800,113507.99,113707.04,113707.85,113507.99,1633328.59396005
1754190900,113467.09,113507.0,113551.0,113430.32,1330393.1244785604
1754190000,113506.42,113467.08,113526.99,113454.32,1528703.1806006
1754189100,113420.85,113505.74,113506.03,113353.1,1148508.79291529
1754188200,113358.89,113420.85,113429.03,113358.89,456266.05351609056
1754187300,113378.0,113364.61,113404.45,113294.5,2394615.687637167
1754186400,113112.13,113378.0,113378.01,113109.14,2714284.8597105965
1754185500,113202.84,113113.0,113202.84,112999.57,1975605.7569842
1754184600,113197.16,113207.63,113267.46,113136.41,2186702.62457815
1754183700,113014.27,113201.72,113213.03,112943.0,854102.42744632
1754182800,112957.88,113035.0,113154.01,112866.8,1884959.3354615604
1754181900,112644.19,112959.1,112985.01,112622.14,2648853.4537350438
1754181000,112371.0,112644.18,112704.76,111935.25,4691395.087228871
1754180100,112673.0,112391.08,112792.44,112332.99,1096448.923682181
1754179200,112570.66,112679.0,112725.03,112544.0,1097735.8461352293
1754178300,112727.0,112570.66,112771.99,112539.0,935721.9527040289
1754177400,112338.0,112727.0,112772.0,112309.0,1309009.26770417
