timestamp,open,close,high,low,vol
1754123760,3498.17,3499.07,3502.3,3497.44,243639.295595
1754123700,3494.99,3498.02,3498.76,3494.99,724805.165519
1754123640,3493.38,3495.0,3496.14,3486.63,317397.209737
1754123580,3499.4,3493.38,3499.77,3493.38,86124.151194
1754123520,3500.59,3499.58,3501.49,3499.58,416527.84647
1754123460,3505.62,3499.81,3505.62,3498.59,72955.109045
1754123400,3507.99,3506.6,3508.0,3506.35,75040.758841
1754123340,3511.19,3507.67,3511.19,3507.67,488698.95647567
1754123280,3511.19,3509.8,3511.19,3509.79,186824.685019
1754123220,3511.16,3510.61,3511.16,3509.06,1267055.39221
1754123160,3513.29,3512.19,3513.53,3512.19,19294.642431
1754123100,3513.68,3513.03,3513.68,3510.89,48216.790467
1754123040,3516.2,3515.05,3516.68,3515.05,38384.173954
1754122980,3513.98,3514.43,3514.43,3513.98,124.044754
1754122920,3523.51,3512.65,3523.51,3512.65,109034.746213
1754122860,3523.06,3523.51,3523.51,3523.06,1215.816632
1754122800,3519.94,3519.97,3519.97,3519.94,646.617508
1754122740,3521.45,3520.03,3521.45,3520.03,70193.580187
1754122680,3519.88,3521.46,3521.46,3519.88,4555.015592
1754122620,3518.86,3519.25,3519.93,3518.86,27222.324742
1754122560,3517.76,3518.86,3520.42,3517.76,10850.209721
1754122500,3516.94,3517.21,3517.21,3516.12,2354.61195579
1754122440,3518.89,3516.13,3518.89,3516.13,403.122756
1754122380,3516.27,3517.57,3517.57,3515.65,7348.84758
1754122320,3517.35,3517.35,3517.35,3517.35,13930.464675
1754122260,3521.43,3517.52,3522.09,3517.52,113437.95651607
1754122200,3519.86,3520.51,3520.51,3518.67,40666.858456
1754122140,3520.65,3520.26,3520.65,3519.3,4682.278417
1754122080,3519.82,3521.06,3521.6,3519.82,25536.175668
1754122020,3517.47,3518.91,3518.91,3516.58,219051.51615
1754121960,3514.63,3517.6,3517.6,3514.63,10505.953687
1754121900,3515.92,3514.11,3515.92,3512.94,6536.782655
1754121840,3516.27,3515.67,3516.27,3515.67,624.473892
1754121780,3514.2,3514.61,3515.14,3513.35,32092.20402
1754121720,3515.82,3514.26,3516.05,3514.26,5331.752918
1754121660,3520.69,3516.56,3520.69,3516.56,13018.174446
1754121600,3518.68,3521.02,3521.8,3518.18,151254.0816255282
1754121540,3519.57,3518.75,3520.27,3518.75,109406.468855
1754121480,3520.63,3519.85,3520.98,3519.85,75014.776538
1754121420,3519.71,3520.0,3520.0,3519.71,274888.548803
1754121360,3516.3,3518.86,3519.37,3516.3,243421.410299
1754121300,3518.67,3517.04,3518.67,3515.96,153449.170609
1754121240,3518.26,3518.66,3518.66,3516.05,80318.886837
1754121180,3518.25,3518.43,3519.2,3518.25,107503.98153076
1754121120,3517.93,3518.25,3518.67,3517.93,33941.961786
1754121060,3516.59,3518.84,3519.7,3516.59,240726.259656
1754121000,3516.54,3516.58,3516.72,3514.39,253653.201492
1754120940,3512.0,3516.71,3517.42,3512.0,1393033.334232
1754120880,3512.0,3512.0,3512.0,3511.99,1048883.350741
1754120820,3511.36,3512.0,3512.0,3511.36,1975595.917873
1754120760,3508.39,3511.36,3511.36,3508.39,23162.705662
1754120700,3508.7,3507.9,3508.91,3507.63,55908.332016
1754120640,3509.88,3508.71,3510.75,3508.71,260871.628937
1754120580,3508.51,3509.88,3509.88,3507.98,115635.848027
1754120520,3507.95,3508.23,3508.23,3507.17,22116.51904
1754120460,3505.22,3507.16,3507.16,3505.22,22762.403882
1754120400,3505.6,3505.58,3506.65,3505.58,96767.904007
1754120340,3500.99,3505.17,3505.17,3500.78,35756.014181
1754120280,3497.27,3500.66,3500.66,3497.27,55944.852513
1754120220,3503.56,3497.5,3503.61,3497.5,240609.12434
1754120160,3503.27,3503.37,3503.67,3500.75,79612.430843
1754120100,3501.3,3504.28,3504.28,3501.11,21131.956376
1754120040,3504.52,3501.02,3504.56,3501.02,29887.086554
1754119980,3504.87,3503.9,3505.97,3503.9,190398.659264
1754119920,3496.7,3505.9,3505.93,3496.61,378371.830525
1754119860,3500.35,3495.99,3500.5,3494.23,59424.970972
1754119800,3500.65,3500.63,3501.13,3500.55,63646.973438
1754119740,3500.65,3500.02,3502.99,3500.02,27509.886256
1754119680,3496.46,3500.47,3500.47,3496.46,2459.199267
1754119620,3501.44,3496.39,3501.7,3496.39,13824.485796
1754119560,3498.66,3500.26,3500.26,3497.82,3890.319994
1754119500,3498.84,3496.97,3498.84,3496.97,10815.537542
1754119440,3496.25,3501.65,3501.8,3496.25,125071.980618
1754119380,3494.99,3494.81,3495.18,3494.81,391.456368
1754119320,3495.71,3494.84,3495.71,3494.84,26094.774271
1754119260,3491.29,3496.3,3496.47,3491.29,145030.328087
1754119200,3490.78,3491.01,3491.63,3490.78,26482.616766
1754119140,3487.17,3491.54,3491.54,3487.17,148614.6151
1754119080,3485.16,3487.32,3487.32,3485.16,4161.434453
1754119020,3486.47,3486.31,3487.75,3486.31,160796.171501
1754118960,3484.5,3484.5,3484.5,3484.5,0.0
1754118900,3481.96,3484.5,3484.87,3481.96,51497.371685
1754118840,3480.75,3481.48,3481.48,3477.8,92672.902216
1754118780,3481.61,3481.46,3482.74,3481.46,10797.056661
1754118720,3477.17,3480.8,3480.8,3477.01,346772.324141
1754118660,3472.65,3477.19,3477.19,3472.59,114950.769251
1754118600,3471.97,3473.33,3474.53,3469.53,127403.893541
1754118540,3482.33,3472.52,3482.33,3472.52,1090294.868836
1754118480,3484.53,3481.77,3484.53,3480.08,47610.428433
1754118420,3484.18,3485.44,3485.62,3483.77,193664.359755
1754118360,3484.68,3483.37,3484.68,3480.25,193636.816835
1754118300,3486.77,3483.94,3486.77,3483.41,30099.810583
1754118240,3482.05,3487.71,3488.56,3482.05,177153.574442
1754118180,3482.37,3482.22,3483.13,3478.27,262890.51159988
1754118120,3483.51,3482.91,3483.51,3482.91,206813.009789
1754118060,3483.77,3483.81,3484.48,3483.0,283322.584806
1754118000,3480.7,3483.99,3483.99,3480.63,285137.100064
1754117940,3482.17,3481.17,3482.17,3481.17,35711.855587
1754117880,3482.4,3482.05,3482.4,3480.86,75481.682192
1754117820,3483.43,3482.2,3483.43,3480.44,394586.140279
1754117760,3480.75,3483.14,3484.48,3480.75,12682.797165
1754117700,3482.12,3483.79,3483.79,3482.12,164421.360328
1754117640,3478.91,3480.72,3481.54,3478.66,244889.522415
1754117580,3477.08,3478.25,3478.25,3477.08,363698.464259
1754117520,3475.9,3478.11,3480.06,3475.9,337783.529038
1754117460,3481.3,3475.35,3481.5,3473.85,92930.799268
1754117400,3477.46,3482.12,3482.71,3477.46,377720.091243
1754117340,3474.64,3477.22,3477.22,3474.64,25066.21469
1754117280,3481.09,3473.44,3481.09,3472.59,297246.646815
1754117220,3481.49,3482.28,3482.28,3478.59,274633.349226
1754117160,3476.84,3481.81,3486.28,3476.84,269907.391038
1754117100,3472.03,3476.65,3476.65,3471.93,644865.154227
1754117040,3467.58,3470.61,3470.61,3467.58,552031.285032
1754116980,3466.9,3467.74,3469.48,3466.11,260489.94143
1754116920,3464.7,3466.9,3473.36,3464.7,42431.003074
1754116860,3465.0,3464.0,3465.0,3458.0,809187.186125
1754116800,3465.0,3465.0,3465.28,3465.0,731307.076812
