timestamp,open,high,low,close,volume
2025-07-31 22:20:00,0.031993,0.032029,0.031993,0.032029,0.0039935338
2025-07-31 22:21:00,0.032009,0.032017,0.032009,0.032017,0.0009411691
2025-07-31 22:22:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:23:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:24:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:25:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:26:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:27:00,0.032017,0.032017,0.032017,0.032017,0.0
2025-07-31 22:28:00,0.031997,0.031997,0.031997,0.031997,0.0018142299
2025-07-31 22:29:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:30:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:31:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:32:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:33:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:34:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:35:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:36:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:37:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:38:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:39:00,0.031997,0.031997,0.031997,0.031997,0.0
2025-07-31 22:40:00,0.031934,0.031934,0.031934,0.031934,0.0561910664
2025-07-31 22:41:00,0.031934,0.031934,0.031934,0.031934,0.0
2025-07-31 22:42:00,0.031896,0.031896,0.031896,0.031896,0.0018085032
2025-07-31 22:43:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 22:44:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 22:45:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 22:46:00,0.031919,0.031919,0.031919,0.031919,0.0036834526
2025-07-31 22:47:00,0.031919,0.031919,0.031919,0.031919,0.0
2025-07-31 22:48:00,0.031919,0.031919,0.031919,0.031919,0.0
2025-07-31 22:49:00,0.031901,0.031901,0.031901,0.031901,0.0009793607
2025-07-31 22:50:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:51:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:52:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:53:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:54:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:55:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:56:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:57:00,0.031901,0.031901,0.031901,0.031901,0.0
2025-07-31 22:58:00,0.032003,0.032003,0.032003,0.032003,0.0018145701
2025-07-31 22:59:00,0.031998,0.031998,0.031998,0.031998,0.0072731454
2025-07-31 23:00:00,0.031986,0.032006,0.031986,0.032006,0.0037507592
2025-07-31 23:01:00,0.032006,0.032006,0.032006,0.032006,0.0
2025-07-31 23:02:00,0.032006,0.032006,0.032006,0.032006,0.0
2025-07-31 23:03:00,0.032053,0.032053,0.032053,0.032053,0.0002756558
2025-07-31 23:04:00,0.032053,0.032053,0.032053,0.032053,0.0
2025-07-31 23:05:00,0.032053,0.032053,0.032053,0.032053,0.0
2025-07-31 23:06:00,0.032053,0.032053,0.032053,0.032053,0.0
2025-07-31 23:07:00,0.032053,0.032053,0.032053,0.032053,0.0
2025-07-31 23:08:00,0.032053,0.032053,0.032053,0.032053,0.0
2025-07-31 23:09:00,0.032001,0.032001,0.032001,0.032001,0.0012000375
2025-07-31 23:10:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:11:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:12:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:13:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:14:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:15:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:16:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:17:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:18:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:19:00,0.032001,0.032001,0.032001,0.032001,0.0
2025-07-31 23:20:00,0.032003,0.032003,0.032003,0.032003,0.0002688252
2025-07-31 23:21:00,0.032003,0.032003,0.032003,0.032003,0.0
2025-07-31 23:22:00,0.032003,0.032003,0.032003,0.032003,0.0
2025-07-31 23:23:00,0.032003,0.032003,0.032003,0.032003,0.0
2025-07-31 23:24:00,0.032003,0.032003,0.032003,0.032003,0.0
2025-07-31 23:25:00,0.032008,0.032008,0.032004,0.032004,0.0055497804
2025-07-31 23:26:00,0.032008,0.032008,0.032008,0.032008,0.0352088
2025-07-31 23:27:00,0.032008,0.032008,0.032008,0.032008,0.0
2025-07-31 23:28:00,0.032008,0.032008,0.032008,0.032008,0.0
2025-07-31 23:29:00,0.032008,0.032008,0.032008,0.032008,0.0
2025-07-31 23:30:00,0.032008,0.032008,0.032008,0.032008,0.0
2025-07-31 23:31:00,0.031939,0.031939,0.031932,0.031932,0.032292657
2025-07-31 23:32:00,0.031922,0.031922,0.031922,0.031922,0.005346935
2025-07-31 23:33:00,0.031884,0.031884,0.031867,0.03187,0.0021832557
2025-07-31 23:34:00,0.03187,0.03187,0.03187,0.03187,0.0
2025-07-31 23:35:00,0.03187,0.03187,0.03187,0.03187,0.0
2025-07-31 23:36:00,0.03187,0.03187,0.03187,0.03187,0.0
2025-07-31 23:37:00,0.03187,0.03187,0.03187,0.03187,0.0
2025-07-31 23:38:00,0.031884,0.031884,0.031884,0.031884,0.0018078228
2025-07-31 23:39:00,0.031884,0.031884,0.031884,0.031884,0.0
2025-07-31 23:40:00,0.031925,0.031925,0.031925,0.031925,0.000121315
2025-07-31 23:41:00,0.031896,0.031896,0.031896,0.031896,0.001068516
2025-07-31 23:42:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 23:43:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 23:44:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 23:45:00,0.031896,0.031896,0.031896,0.031896,0.0
2025-07-31 23:46:00,0.031914,0.031914,0.031914,0.031914,0.0018095238
2025-07-31 23:47:00,0.031914,0.031914,0.031914,0.031914,0.0
2025-07-31 23:48:00,0.031914,0.031914,0.031914,0.031914,0.0
2025-07-31 23:49:00,0.031914,0.031914,0.031914,0.031914,0.0
2025-07-31 23:50:00,0.031914,0.031914,0.031914,0.031914,0.0
2025-07-31 23:51:00,0.031937,0.031937,0.031937,0.031937,0.0018108279
2025-07-31 23:52:00,0.031937,0.031937,0.031937,0.031937,0.0
2025-07-31 23:53:00,0.031934,0.031945,0.031934,0.031945,0.0036219393
2025-07-31 23:54:00,0.031945,0.031945,0.031945,0.031945,0.0
2025-07-31 23:55:00,0.031945,0.031945,0.031945,0.031945,0.0
2025-07-31 23:56:00,0.031945,0.031945,0.031945,0.031945,0.0
