month,trades,pf,winrate,dd
2023-10,6,0.7993640717719517,16.666666666666664,-0.40797898120732423
2023-11,9,0.22259502382488944,11.11111111111111,-0.9156438227321373
2023-12,8,0.0,0.0,-1.075179509209545
2024-01,5,11.902777033716236,80.0,-0.4536444145328389
2024-02,9,0.89439748401251,33.33333333333333,-0.6349115881485901
2024-03,7,2.429115318666575,42.857142857142854,-0.3282851441969492
2024-04,7,1.3038626468073002,28.57142857142857,-0.5264732392201266
2024-05,5,2.136351164814832,40.0,-0.48540438188323654
2024-06,5,0.0,0.0,-0.693944507622346
2024-07,8,2.497313807281946,50.0,-0.5349760887507604
2024-08,12,0.8503489149713613,25.0,-0.4616039730685584
2024-09,8,4.930585423228281,62.5,-0.2327637635937796
2024-10,4,2.42037887979614,50.0,-0.28566706067020275
2024-11,10,2.751933124367166,40.0,-0.7226160792416891
2024-12,5,3.575304253796151,60.0,-0.46267546012805916
2025-01,8,1.3848597912201517,37.5,-0.7862383456215927
2025-02,7,1.0664777203496223,28.57142857142857,-0.9089150390627632
2025-03,4,0.6050665605643369,25.0,-0.4379581956133305
2025-04,3,12.0204307915764,66.66666666666666,-0.7879658823322089
2025-05,4,0.0,0.0,-0.7446388974217566
2025-06,7,2.1355141282164065,42.857142857142854,-0.7707626017443348
2025-07,5,1.4936118995983878,40.0,-0.5479258510047602
2025-08,8,0.0,0.0,-1.4365321256341157
2025-09,1,,100.0,-0.0852935550566758
