rank,file,tag,months,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
1,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2453032222024491,0.060792404998713,37.03703703703704,-3.1032167034318823
2,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2453032222024491,0.060792404998713,37.03703703703704,-3.1032167034318823
3,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2453032222024491,0.060792404998713,37.03703703703704,-3.1032167034318823
4,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2453032222024491,0.060792404998713,37.03703703703704,-3.1032167034318823
5,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2443392457595779,0.060792404998713,35.30769230769231,-3.087973885146711
6,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2443392457595779,0.060792404998713,35.30769230769231,-3.087973885146711
7,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2443392457595779,0.060792404998713,35.30769230769231,-3.087973885146711
8,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2443392457595779,0.060792404998713,35.30769230769231,-3.087973885146711
9,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2351262344964819,0.0566332907794421,37.142857142857146,-3.5552793631583035
10,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2351262344964819,0.0566332907794421,37.142857142857146,-3.5552793631583035
11,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2351262344964819,0.0566332907794421,37.142857142857146,-3.5552793631583035
12,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx12_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.2351262344964819,0.0566332907794421,37.142857142857146,-3.5552793631583035
13,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.22807587958332248,0.0566332907794421,35.42319749216301,-3.453191260667865
14,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.22807587958332248,0.0566332907794421,35.42319749216301,-3.453191260667865
15,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.22807587958332248,0.0566332907794421,35.42319749216301,-3.453191260667865
16,./out/rolling_A_24m_portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18.csv,portA_micro4_s9-18_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london9-18,24,0.0,0.22807587958332248,0.0566332907794421,35.42319749216301,-3.453191260667865
17,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0606071590792901,31.28054740957967,-4.032017465917537
18,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx12_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0606071590792901,31.28054740957967,-4.032017465917537
19,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0606071590792901,31.28054740957967,-4.032017465917537
20,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx12_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0606071590792901,31.28054740957967,-4.032017465917537
21,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0564688793696362,29.864864864864863,-3.8793446504220337
22,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0564688793696362,29.864864864864863,-3.8793446504220337
23,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0564688793696362,29.864864864864863,-3.8793446504220337
24,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00002_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2059763268200374,0.0564688793696362,29.864864864864863,-3.8793446504220337
25,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2022528743489631,0.0501179476133847,32.5493612078978,-4.36981312287047
26,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0004_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2022528743489631,0.0501179476133847,32.5493612078978,-4.36981312287047
27,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.6_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2022528743489631,0.0501179476133847,32.5493612078978,-4.36981312287047
28,./out/rolling_A_24m_portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17.csv,portA_micro4_s8-17_rr1.8_adx15_bbw0.0006_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17,24,0.0,0.2022528743489631,0.0501179476133847,32.5493612078978,-4.36981312287047
