Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry__atr(H,L,C,14)","Exit__atr(H,L,C,14)","Entry__rsi(C,20)","Exit__rsi(C,20)","Entry__bbands(C,20,2.0)_0","Exit__bbands(C,20,2.0)_0","Entry__bbands(C,20,2.0)_1","Exit__bbands(C,20,2.0)_1","Entry__bbands(C,20,2.0)_2","Exit__bbands(C,20,2.0)_2","Entry__session_…(timestamp,7,18)","Exit__session_…(timestamp,7,18)"
-8936,262,262,1.1077386107297786,1.108903142541379,1.108903142541379,1.1059263434255178,-10.406256268459884,0.0,-0.0010512694965403302,2024-09-04 14:30:00+00:00,2024-09-04 14:30:00+00:00,0 days 00:00:00,A_short,0.0011080568691950437,0.0011080568691950437,79.39910049232661,79.39910049232661,1.1034539430448944,1.1034539430448944,1.1055169999999999,1.1055169999999999,1.1075800569551053,1.1075800569551053,1.0,1.0
-8920,263,275,1.1085685347683634,1.106675497635449,1.109778056869195,1.106675497635449,16.885891225596836,0.0,0.0017076410465772796,2024-09-04 14:45:00+00:00,2024-09-04 17:45:00+00:00,0 days 03:00:00,A_short,0.001116315953302357,0.0008416468690872769,80.66785506441131,43.606339431096714,1.1031487517757412,1.1051196735516982,1.1057005,1.1073790000000001,1.1082522482242587,1.109638326448302,1.0,1.0
-8897,447,448,1.1133181000494208,1.110741050138193,1.1148771943676705,1.110741050138193,22.92801306019435,0.0,0.0023147471608639947,2024-09-06 12:45:00+00:00,2024-09-06 13:00:00+00:00,0 days 00:15:00,A_short,0.0015229017853145366,0.0016198482139392469,57.897031153983534,45.47156735030805,1.1098015581173017,1.109755546756187,1.111163,1.111127,1.112524441882698,1.112498453243813,1.0,1.0
8966,451,454,1.107461345340728,1.110649634785246,1.1055790917859747,1.110649634785246,28.586203159547292,0.0,0.0028789171359628885,2024-09-06 13:45:00+00:00,2024-09-06 14:30:00+00:00,0 days 00:45:00,A_long,0.001810787118822084,0.0019220027555709896,36.12748920351969,51.821136914894275,1.1082648957039423,1.107807658293378,1.110638,1.1104135,1.1130111042960578,1.1130193417066219,1.0,1.0
-9019,834,848,1.1038389676569105,1.1049410247313471,1.1049410247313471,1.1021101554835753,-9.939452754344314,0.0,-0.000998385730824447,2024-09-12 13:30:00+00:00,2024-09-12 17:00:00+00:00,0 days 03:30:00,A_short,0.0010148881005007505,0.0007558040578917898,72.38797206730108,67.513737346725,1.1006747799856686,1.102302031330743,1.1021265,1.1036625,1.1035782200143314,1.105022968669257,1.0,1.0
8952,1483,1483,1.1112216894550913,1.110119266656452,1.110119266656452,1.1129213200183865,-9.86888889341764,0.0,-0.0009920817862902886,2024-09-23 07:45:00+00:00,2024-09-23 07:45:00+00:00,0 days 00:00:00,A_long,0.0010593022310748542,0.0010593022310748542,6.097583455291343,6.097583455291343,1.1116718315416252,1.1116718315416252,1.1153849999999998,1.1153849999999998,1.1190981684583745,1.1190981684583745,1.0,1.0
8951,1484,1484,1.1102215979353138,1.1090706977689253,1.1090706977689253,1.1120367440159347,-10.301707389343681,0.0,-0.001036640044229764,2024-09-23 08:00:00+00:00,2024-09-23 08:00:00+00:00,0 days 00:00:00,A_long,0.001166061933598233,0.001166061933598233,4.770077036752795,4.770077036752795,1.110311964659513,1.110311964659513,1.114995,1.114995,1.119678035340487,1.119678035340487,1.0,1.0
8954,1485,1489,1.1088114688924278,1.110778911480477,1.1075139380664019,1.110778911480477,17.616480933392097,0.0,0.0017743707052511049,2024-09-23 08:15:00+00:00,2024-09-23 09:15:00+00:00,0 days 01:00:00,A_long,0.0011399203424517907,0.0010619343190274447,13.131266268776656,35.92091840791234,1.109384373609304,1.1072540756855258,1.114637,1.1133665000000001,1.1198896263906961,1.1194789243144745,1.0,1.0
8913,1706,1707,1.1158221104460673,1.114715305637814,1.114715305637814,1.117528449851935,-9.864951255960802,0.0,-0.0009919186919595813,2024-09-25 15:30:00+00:00,2024-09-25 15:45:00+00:00,0 days 00:15:00,A_long,0.000944068447227887,0.0010355259875975049,19.95443070185833,14.608742903965265,1.1158117376707446,1.1150230321906756,1.1186479999999999,1.1184285,1.1214842623292551,1.1218339678093245,1.0,1.0
8916,1708,1712,1.1144019804879834,1.1132844740124024,1.1132844740124024,1.1161839467776757,-9.963687736280775,0.0,-0.0010027857946660612,2024-09-25 16:00:00+00:00,2024-09-25 17:00:00+00:00,0 days 01:00:00,A_long,0.0009787891892511708,0.0008685791216632814,14.372322801690856,10.33594603754321,1.1143448787936676,1.111856052857656,1.118202,1.1170705,1.1220591212063322,1.1222849471423442,1.0,1.0
8917,1866,1873,1.113171867918657,1.114905090878932,1.11205050506726,1.114905090878932,15.45514913677123,0.0,0.0015570129018043222,2024-09-27 07:30:00+00:00,2024-09-27 09:15:00+00:00,0 days 01:45:00,A_long,0.0010022289417080587,0.0008886229173357234,24.48162665556191,51.069564642124924,1.1136224406474051,1.112357004675015,1.1160655,1.1150575,1.1185085593525947,1.117757995324985,1.0,1.0
