Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry__atr(H,L,C,14)","Exit__atr(H,L,C,14)","Entry__rsi(C,14)","Exit__rsi(C,14)","Entry__bbands(C,20,2.0)_0","Exit__bbands(C,20,2.0)_0","Entry__bbands(C,20,2.0)_1","Exit__bbands(C,20,2.0)_1","Entry__bbands(C,20,2.0)_2","Exit__bbands(C,20,2.0)_2","Entry__session_…(timestamp,7,18)","Exit__session_…(timestamp,7,18)"
-8586,51,51,1.1528310228828729,1.1555475166513136,1.1555475166513136,1.1449974500460596,-23.32381549583221,0.0,-0.0023563676848734616,2025-08-01 12:45:00+00:00,2025-08-01 12:45:00+00:00,0 days 00:00:00,A_short,0.002725847764471668,0.002725847764471668,87.03511893272434,87.03511893272434,1.134333325943614,1.134333325943614,1.1421519999999998,1.1421519999999998,1.1499706740563858,1.1499706740563858,1.0,1.0
-8555,52,54,1.154430885525542,1.1572358477644715,1.1572358477644715,1.1463324567065851,-23.996451954041476,0.0,-0.0024297359626275217,2025-08-01 13:00:00+00:00,2025-08-01 13:30:00+00:00,0 days 00:30:00,A_short,0.0027664013958754573,0.002636097048457564,88.6167383886425,87.76458925974407,1.1329109531532628,1.1314748912565804,1.142901,1.1444355,1.152891046846737,1.1573961087434195,1.0,1.0
-8519,252,252,1.1564107155458452,1.157824435644327,1.157824435644327,1.1525266930670193,-12.043481518966804,0.0,-0.0012225069168565472,2025-08-05 15:00:00+00:00,2025-08-05 15:00:00+00:00,0 days 00:00:00,A_short,0.0013558442250833414,0.0013558442250833414,78.61820142096317,78.61820142096317,1.1523302929932264,1.1523302929932264,1.1544825,1.1544825,1.1566347070067737,1.1566347070067737,1.0,1.0
-8500,253,328,1.157700604801497,1.1591458442250835,1.1591458442250835,1.15372246732475,-12.28453510048466,0.0,-0.0012483706215513646,2025-08-05 15:15:00+00:00,2025-08-06 10:00:00+00:00,0 days 18:45:00,A_short,0.0012923983284055616,0.0008122662158567666,79.19472646320972,80.04710521402241,1.1521316882724946,1.1567803941785637,1.154703,1.1580549999999998,1.1572743117275055,1.159329605821436,1.0,1.0
-8470,329,333,1.1603303790203847,1.1612622662158567,1.1612622662158567,1.1580132013524298,-7.893084545647772,0.0,-0.0008031222937201488,2025-08-06 10:15:00+00:00,2025-08-06 11:15:00+00:00,0 days 01:00:00,A_short,0.0008946307204092033,0.0008790472692465905,65.13607986136535,76.19178098761016,1.156708751410332,1.1562164821900278,1.158149,1.15868,1.1595892485896682,1.161143517809972,1.0,1.0
8437,431,440,1.1641299300336094,1.1629792592859909,1.1629792592859909,1.167182222142027,-9.708209097657647,0.0,-0.00098843841905627,2025-08-07 11:45:00+00:00,2025-08-07 14:00:00+00:00,0 days 02:15:00,A_long,0.0010173086188078728,0.0014087322138583136,26.637030260855198,29.201409662457664,1.1644521696364591,1.1630601818983126,1.1671084999999999,1.1655339999999998,1.1697648303635406,1.168007818101687,1.0,1.0
8424,608,613,1.1647899866935085,1.1641969528082725,1.1641969528082725,1.1662091415751827,-4.9957174492282,0.0,-0.0005091337425723319,2025-08-11 08:00:00+00:00,2025-08-11 09:15:00+00:00,0 days 01:15:00,A_long,0.0005453075661638885,0.0006132682563472546,28.09504732819302,23.86203526609944,1.1649210487217128,1.1642056928360829,1.166563,1.166042,1.1682049512782873,1.1678783071639172,1.0,1.0
8433,623,624,1.162919826157128,1.1621432747481635,1.1621432747481635,1.1648101757555092,-6.54865803179846,0.0,-0.0006677600566246111,2025-08-11 11:45:00+00:00,2025-08-11 12:00:00+00:00,0 days 00:15:00,A_long,0.0006644952182582107,0.000767895855823797,19.06490266893985,12.99715525246792,1.1629489341798123,1.1624584372427,1.1645955,1.1643945,1.1662420658201875,1.1663305627573,1.0,1.0
8435,625,632,1.1619197403087964,1.1610721041441763,1.1610721041441763,1.164143687567471,-7.149811048570846,0.0,-0.0007295135242257889,2025-08-11 12:15:00+00:00,2025-08-11 14:00:00+00:00,0 days 01:45:00,A_long,0.0007895097417139704,0.0009034064195166635,24.99640734496498,20.644324412117854,1.1621577180171596,1.1607216587683096,1.164236,1.163078,1.1663142819828405,1.1654343412316905,1.0,1.0
-8407,723,726,1.164670006438625,1.1660121130260603,1.1660121130260603,1.1610836609218187,-11.283090080568371,0.0,-0.0011523492319847062,2025-08-12 12:45:00+00:00,2025-08-12 13:30:00+00:00,0 days 00:45:00,A_short,0.0013318312892523381,0.0018760039533296247,74.27915336954905,71.62800430719496,1.1589126217032095,1.1583839079537177,1.16128,1.161578,1.1636473782967907,1.1647720920462823,1.0,1.0
