rank,file,tag,months,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
1,./out/rolling_A_24m_portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.6199794970161469,0.1458911582644642,42.85714285714285,-0.905449598181951
2,./out/rolling_A_24m_portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.6137639670522206,0.1066841997527453,42.481203007518786,-0.8348967632595294
3,./out/rolling_A_24m_portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.6137639670522206,0.0981724273457026,44.15584415584415,-0.888303019296266
4,./out/rolling_A_24m_portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5830389585440258,0.0881572641127854,42.85714285714285,-0.9418239622623004
5,./out/rolling_A_24m_portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5365672604084959,0.1542526397899985,37.62626262626263,-0.8938637897104862
6,./out/rolling_A_24m_portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5365672604084959,0.124295801664509,39.44444444444444,-0.8921231118100115
7,./out/rolling_A_24m_portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro12_s7-18_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5247664427138897,0.0950728761768343,42.85714285714285,-0.7975815118083651
8,./out/rolling_A_24m_portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0028_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.4303876573834879,0.108665777464886,36.36363636363637,-0.9966666079002096
9,./out/rolling_A_24m_portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0030_edge0.5_adx18_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3655502194274099,0.1458911582644642,33.33333333333333,-0.9674262054683692
10,./out/rolling_A_24m_portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0032_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro12_s8-17_rr2.0_atrmin0.0008_bbw0.0032_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.30918557864116397,0.1542526397899985,29.166666666666664,-0.7659994374723478
