a_csv,d_csv,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc120_buf1.5_atr1.0_risk0.5_trail3_london7-18_adx18_ema200_trend.csv,0.0,0.0,0.0,,-0.7254296901344132
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc120_buf1.5_atr1.0_risk0.5_trail3_london7-18_adx25_ema200_trend.csv,0.0,0.0,0.0,,-0.5923904009281944
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc120_buf2_atr1.0_risk0.5_trail3_london7-18_adx18_ema200_trend.csv,0.041666666666666664,0.0,0.0,,-0.5699553068825802
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc120_buf2_atr1.0_risk0.5_trail3_london7-18_adx25_ema200_trend.csv,0.041666666666666664,0.0,0.0,,-0.5699553068825802
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc80_buf1.5_atr1.0_risk0.5_trail2_london7-18_adx18_ema200_trend.csv,0.041666666666666664,0.36462957491325937,0.06949474999541166,32.5,-0.8629829941928763
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc80_buf1.5_atr1.0_risk0.5_trail2_london7-18_adx25_ema200_trend.csv,0.08333333333333333,0.3444032173382475,0.0,,-0.6905160307142361
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc80_buf2_atr1.0_risk0.5_trail2_london7-18_adx18_ema200_trend.csv,0.0,0.33513810726489285,0.0,,-0.7279132571927832
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_alt_dc80_buf2_atr1.0_risk0.5_trail2_london7-18_adx25_ema200_trend.csv,0.0,0.2568381782533329,0.0,,-0.6127180152968453
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_dc60_buf1.5_atr1.0_risk0.5_trail2_london7-18_adx18_ema200_trend.csv,0.0,0.24878927653849423,0.036386768199525764,29.285714285714285,-0.9516003678488427
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_dc60_buf1.5_atr1.0_risk0.5_trail2_london7-18_adx25_ema200_trend.csv,0.0,0.3036416870969072,0.036386768199525764,29.285714285714285,-0.7430449904657854
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_dc60_buf1.5_atr1.0_risk0.5_trail2_london8-17_adx18_ema200_trend.csv,0.0,0.2520474272246898,0.036386768199525764,27.619047619047617,-0.8770979962072295
rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,rolling_D_24m_portD_dc60_buf1.5_atr1.0_risk0.5_trail2_london8-17_adx25_ema200_trend.csv,0.0,0.31189303602378127,0.036386768199525764,28.57142857142857,-0.7430449904657854
