rank,file,tag,months,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
1,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5.csv,portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5,24,0.08333333333333333,0.35306509588922763,0.0388032667269374,36.36363636363637,-1.5512882165066522
2,./out/rolling_A_24m_portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5.csv,portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3565227273034111,0.0388032667269374,39.009661835748794,-1.6493384461760519
3,./out/rolling_A_24m_portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx10_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5.csv,portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx10_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3487316721240268,0.0388032667269374,39.009661835748794,-1.6493384461760519
4,./out/rolling_A_24m_portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx12_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5.csv,portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.5_adx12_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3487316721240268,0.0388032667269374,39.009661835748794,-1.6493384461760519
5,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6,24,0.041666666666666664,0.3336323541764293,0.038948014432226,37.98076923076923,-1.2180143681912114
6,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx10_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5.csv,portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx10_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3329353061993895,0.0388032667269374,36.36363636363637,-1.5512882165066522
7,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx12_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5.csv,portA_micro6_s8-17_rr1.8_atrmin0.0008_edge0.5_adx12_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.3329353061993895,0.0388032667269374,36.36363636363637,-1.5512882165066522
8,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0005_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0005_edge0.6.csv,portA_micro6_s8-17_rr1.8_atrmin0.0005_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0005_edge0.6,24,0.041666666666666664,0.2599237747303551,0.0418267412601445,34.848484848484844,-1.7347422167337037
9,./out/rolling_A_24m_portA_micro6_s8-17_rr1.8_atrmin0.0005_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0005_edge0.5.csv,portA_micro6_s8-17_rr1.8_atrmin0.0005_edge0.5_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0005_edge0.5,24,0.041666666666666664,0.24703821885836375,0.0418267412601445,38.11230585424134,-1.986455757726141
10,./out/rolling_A_24m_portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.6.csv,portA_micro6_s7-18_rr1.8_atrmin0.0008_edge0.6_adx14_ms0.00001_kp0.7_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0008_edge0.6,24,0.0,0.3276208693476667,0.038948014432226,39.23076923076923,-1.4786157555965684
