month,trades,pf,winrate,dd
2023-10,15,0.4404022407568721,53.333333333333336,-1.0014456192462329
2023-11,19,0.2553217909593692,57.89473684210527,-1.7607513401977082
2023-12,15,0.376530873981887,53.333333333333336,-0.8953395285822396
2024-01,21,0.542460684406696,52.38095238095239,-1.1376183523362227
2024-02,18,0.023644700747639743,11.11111111111111,-2.720218621064341
2024-03,18,0.1877274966699243,33.33333333333333,-1.6248637847516623
2024-04,21,0.13664485279448355,28.57142857142857,-2.8954979164614314
2024-05,16,0.20988220142896405,31.25,-1.3636029667223548
2024-06,18,0.10745428832779959,16.666666666666664,-1.867763051020721
2024-07,11,0.12967977085543725,27.27272727272727,-1.050072445802086
2024-08,14,0.26533443162411074,50.0,-1.1174833429540176
2024-09,18,0.4172367906154135,55.55555555555556,-1.1347888853169619
2024-10,21,0.1526718348424812,28.57142857142857,-2.679386394077543
2024-11,24,0.1760866011801196,41.66666666666667,-2.6893803301831443
2024-12,17,0.5171561853764302,58.82352941176471,-0.8515203245904823
2025-01,25,0.10250269794154611,16.0,-4.483068025859682
2025-02,19,0.18098780124037833,36.84210526315789,-2.6445227277474004
2025-03,18,0.19240033086613256,38.88888888888889,-1.5962477354701687
2025-04,10,0.08578272567372579,20.0,-1.7431643505480654
2025-05,9,0.6846300316876103,55.55555555555556,-0.5834199339683099
2025-06,17,0.3868329500259994,52.94117647058824,-1.4017312885061917
2025-07,26,0.11510483084398651,23.076923076923077,-3.4825497736488575
2025-08,17,0.20509239991496736,23.52941176470588,-2.0468822158076216
2025-09,1,,100.0,-0.07502449013100376
