month,trades,pf,winrate,dd,gp,gl
2023-09,3,0.4550396404787014,33.33333333333333,-0.25701435811790185,20.484840850408926,-45.11811321570632
2023-10,5,0.41230638590667423,40.0,-0.4611784690701004,28.852877331611325,-70.1084374368842
2023-11,4,0.7735830694733924,25.0,-0.6402292716894409,38.83790567375418,-50.36873764299469
2023-12,5,0.0,0.0,-0.8603765363948912,0.0,-85.99580732948655
2024-01,4,0.22634377322537824,25.0,-0.43148678727520373,12.605658443849727,-55.75433717137072
2024-02,6,0.01984831236680276,16.666666666666664,-0.8051635325483586,1.6253044717694287,-82.1416577266061
2024-03,4,0.1929065446663129,50.0,-0.34995033057890756,5.77448755597341,-29.9870574562954
2024-04,6,0.3549485070503157,33.33333333333333,-0.605807322433094,24.39079745974339,-68.7698565802263
2024-05,2,0.0,0.0,-0.39505217053927844,0.0,-39.50521705392754
2024-06,3,1.4550333530198498,66.66666666666666,-0.18623345822466053,27.111842671868096,-18.67383714466372
2024-07,3,0.16991805455675074,33.33333333333333,-0.39668797548054746,6.746829972887202,-39.69556141128319
2024-08,2,0.0,0.0,-0.28192947086267406,0.0,-26.507443797267904
2024-09,2,0.0,0.0,-0.41520928838763016,0.0,-41.52092883876315
2024-10,5,0.18441814258653516,20.0,-0.7229836675269108,13.368337827603694,-72.39501765180333
2024-11,11,0.08258373647376392,9.090909090909092,-1.9217517502108206,17.26031552471236,-209.43549054579427
2024-12,2,0.0,0.0,-0.43338833876142013,0.0,-43.33883387614115
2025-01,5,0.0,0.0,-1.1023112515490152,0.0,-110.23112515490162
2025-02,2,0.0,0.0,-0.46670915760027576,0.0,-46.67091576002687
2025-03,5,0.08611840488160581,20.0,-0.8646657963331195,7.526394691711195,-87.36794090513266
2025-04,4,0.0,0.0,-1.0884385436142119,0.0,-108.8438543614217
2025-05,3,0.0,0.0,-0.6185028895992817,0.0,-61.85028895992817
2025-06,2,1.060912930756301,50.0,-0.24563405708446506,24.513104813975943,-23.158939673060125
2025-07,4,0.3036466146093568,25.0,-0.5306659427950611,16.506640768613902,-54.57018577469617
2025-08,2,,100.0,-0.104760134789883,50.29409896889806,0.0
