Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry__atr(H,L,C,14)","Exit__atr(H,L,C,14)","Entry__rsi(C,20)","Exit__rsi(C,20)","Entry__bbands(C,20,2.0)_0","Exit__bbands(C,20,2.0)_0","Entry__bbands(C,20,2.0)_1","Exit__bbands(C,20,2.0)_1","Entry__bbands(C,20,2.0)_2","Exit__bbands(C,20,2.0)_2","Entry__session_…(timestamp,7,18)","Exit__session_…(timestamp,7,18)"
9000,49,52,1.1000906708399685,1.0989634069102538,1.0989634069102538,1.1018658675615434,-10.145375367431653,0.0,-0.0010247009265644813,2024-01-02 10:15:00+00:00,2024-01-02 11:00:00+00:00,0 days 00:45:00,A_long,0.0009797140111134565,0.0010497990170122442,33.03189847508081,28.17473615860993,1.1006353581131465,1.0995460289863523,1.1026335,1.1021895000000002,1.1046316418868536,1.104832971013648,1.0,1.0
8999,53,53,1.0990705774897955,1.097900200982988,1.097900200982988,1.100839638230622,-10.532218184761811,0.0,-0.0010648783897760916,2024-01-02 11:15:00+00:00,2024-01-02 11:15:00+00:00,0 days 00:00:00,A_long,0.0010911591480772822,0.0010911591480772822,24.65648932156158,24.65648932156158,1.0987753740519435,1.0987753740519435,1.1019314999999998,1.1019314999999998,1.1050876259480562,1.1050876259480562,1.0,1.0
8997,54,55,1.0981304914612047,1.0969488408519226,1.0969488408519226,1.100004086466539,-10.631310531711083,0.0,-0.0010760566421480489,2024-01-02 11:30:00+00:00,2024-01-02 11:45:00+00:00,0 days 00:15:00,A_long,0.0010776712616669545,0.001017981760111378,21.57990928357458,20.964740479043385,1.097899220974306,1.097122510271539,1.101619,1.101321,1.1053387790256939,1.105519489728461,1.0,1.0
-9016,354,356,1.0944498270276206,1.096015564450979,1.096015564450979,1.0919399839882378,-14.116688608999473,0.0,-0.0014306159905117521,2024-01-05 14:30:00+00:00,2024-01-05 15:00:00+00:00,0 days 00:30:00,A_short,0.0014441558575152575,0.001912099288533677,69.19736236682823,85.1866068977471,1.0899181063957295,1.0887616084869804,1.0918225,1.0923795,1.0937268936042703,1.0959973915130197,1.0,1.0
-8971,357,364,1.0984194636941043,1.0950882212806392,1.1004420992885338,1.0950882212806392,29.884575691194982,0.0,0.0030327598186049576,2024-01-05 15:15:00+00:00,2024-01-05 17:00:00+00:00,0 days 01:45:00,A_short,0.0019224860500625116,0.0015841809241934,80.76268831799663,48.63249233760679,1.0884769509806753,1.0895656261962137,1.0927609999999999,1.0946925,1.0970450490193244,1.0998193738037865,1.0,1.0
9035,736,738,1.0940701198909084,1.0966763220893039,1.0924198210614977,1.0966763220893039,23.54703686250306,0.0,0.002382116238267562,2024-01-11 14:00:00+00:00,2024-01-11 14:30:00+00:00,0 days 00:30:00,A_long,0.0015454884133686607,0.0017344335193746768,32.15207179148187,38.471847389363106,1.0944418445654995,1.0942341656478216,1.0970435,1.0969605,1.0996451554345006,1.0996868343521784,1.0,1.0
-9022,835,842,1.098099492980433,1.096172377429319,1.0993109014281561,1.096172377429319,17.386436502150712,0.0,0.0017549553236596571,2024-01-12 14:45:00+00:00,2024-01-12 16:30:00+00:00,0 days 01:45:00,A_short,0.0011207812377353626,0.0010624191723124276,64.55377221892968,48.88776898489563,1.0934709418284205,1.0933520226862203,1.095594,1.0961125,1.0977170581715794,1.0988729773137798,1.0,1.0
9170,1511,1526,1.082439055515897,1.0842269660584625,1.0812761299675209,1.0842269660584625,16.39513967532611,0.0,0.0016517424546487192,2024-01-23 15:45:00+00:00,2024-01-23 19:30:00+00:00,0 days 03:45:00,A_long,0.0010666873614818433,0.0006171793902823455,24.81270049639309,57.33522725884116,1.0832017437246935,1.0822022034285055,1.0859855,1.083608,1.0887692562753066,1.0850137965714943,1.0,0.0
9150,1697,1700,1.0865194289165887,1.084984674332493,1.084984674332493,1.0889755862015131,-14.043004444476558,0.0,-0.001412542236475356,2024-01-25 14:15:00+00:00,2024-01-25 15:00:00+00:00,0 days 00:45:00,A_long,0.0014539489118395536,0.001399237262018251,29.3842612035903,20.409570414806467,1.087156869182562,1.0854082480123917,1.088896,1.0882855,1.0906351308174382,1.0911627519876084,1.0,1.0
9152,1701,1703,1.0847892705873738,1.0832907627379817,1.0832907627379817,1.0872086270716326,-13.714343837636449,0.0,-0.001381381518071878,2024-01-25 15:15:00+00:00,2024-01-25 15:45:00+00:00,0 days 00:30:00,A_long,0.00139533896041583,0.0013076990413790088,19.322155361807546,15.298388048944673,1.0847536704866996,1.083336498778373,1.0880295,1.0874295,1.0913053295133004,1.0915225012216272,1.0,1.0
