month,trades,pf,winrate,dd
2023-10,60,0.09221346593594476,21.666666666666668,-6.757070764111672
2023-11,55,0.0328943117481457,12.727272727272727,-5.925897923912959
2023-12,44,0.11027858114743931,20.454545454545457,-4.7773409079167495
2024-01,59,0.09220646029344357,15.254237288135593,-6.169900301631747
2024-02,60,0.025955767145082305,11.666666666666666,-6.797226091717334
2024-03,68,0.03336887949278182,7.352941176470589,-7.424840937053922
2024-04,64,0.05077633006949557,15.625,-6.830032864462954
2024-05,52,0.061870134595984214,11.538461538461538,-5.033896794428861
2024-06,60,0.014486553747872395,5.0,-6.832013401019399
2024-07,50,0.09380852315106683,18.0,-4.489931448882412
2024-08,57,0.036398872933831115,10.526315789473683,-7.074927805782627
2024-09,63,0.09814808855793646,20.634920634920633,-6.444615071878889
2024-10,47,0.058172680768197184,12.76595744680851,-4.454549759179893
2024-11,56,0.28551419205298206,37.5,-4.8831896063286635
2024-12,48,0.38947600751192757,43.75,-2.5129418932943293
2025-01,65,0.2395841134571155,32.30769230769231,-6.183153457485691
2025-02,55,0.18469817978092257,30.909090909090907,-5.190935520217033
2025-03,54,0.20225530058805838,40.74074074074074,-5.0771819841072485
2025-04,62,0.35402066312982333,30.64516129032258,-6.425833205009712
2025-05,55,0.2766424414008076,41.81818181818181,-4.759640845873625
2025-06,51,0.2595934111154506,39.21568627450981,-4.0218966721570215
2025-07,73,0.1345140554841222,24.65753424657534,-7.397451890728646
2025-08,62,0.05068230822841126,16.129032258064516,-8.12151034936356
2025-09,5,0.0,0.0,-0.7845727912293654
