rank,file,tag,months,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
1,./out/rolling_A_24m_portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.6.csv,portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.6,24,0.08333333333333333,0.4424740598404078,0.0,41.666666666666664,-0.6221021369988644
2,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.6.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.6,24,0.08333333333333333,0.43980674711173584,0.0,37.5,-0.5984562865587351
3,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.6.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.6,24,0.08333333333333333,0.43980674711173584,0.0,37.5,-0.5984562865587351
4,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.004_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.08333333333333333,0.4124714591382316,0.0,35.714285714285715,-0.6293699162202682
5,./out/rolling_A_24m_portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.08333333333333333,0.4124714591382316,0.0,35.416666666666664,-0.6534013412837714
6,./out/rolling_A_24m_portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.6.csv,portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.004_edge0.6_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.6,24,0.08333333333333333,0.3810550793588081,0.0,33.33333333333333,-0.6148256514538764
7,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.6137639670522206,0.1066841997527453,42.481203007518786,-0.8348967632595294
8,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.002_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.002_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5377251258689093,0.0928838687692013,40.0,-0.8938595327299792
9,./out/rolling_A_24m_portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5.csv,portA_micro10_s8-17_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx20_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london8-17_atrmin0.0008_edge0.5,24,0.041666666666666664,0.5365672604084959,0.1542526397899985,37.62626262626263,-0.8938637897104862
10,./out/rolling_A_24m_portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5.csv,portA_micro10_s7-18_rr2.0_atrmin0.0008_bbw0.003_edge0.5_adx22_ms0.00001_kp0.8_router3-0.6-6_cons2_cd24_be0.5_rsi18_bb2.0_atr1.2_risk0.5_rr2.0_london7-18_atrmin0.0008_edge0.5,24,0.041666666666666664,0.2718317454661335,0.0,44.15584415584415,-0.7937839444349226
