month,trades,pf,winrate,dd,gp,gl
2023-09,6,0.6497122808470606,50.0,-0.36780599020674876,41.34504324780721,-63.896766806838016
2023-10,8,0.2122436443321322,25.0,-0.9729695699681962,23.377366013678568,-110.42683353887921
2023-11,14,0.1919337215664017,21.428571428571427,-2.241551384234608,43.45854116125375,-227.5415800929009
2023-12,0,,,,0.0,0.0
2024-01,0,,,,0.0,0.0
2024-02,0,,,,0.0,0.0
2024-03,3,0.0,0.0,-0.5433585944609298,0.0,-54.33585944609489
2024-04,9,0.11451399765620074,22.22222222222222,-1.4330691525325623,17.381489836114767,-152.42576844018532
2024-05,0,,,,0.0,0.0
2024-06,0,,,,0.0,0.0
2024-07,0,,,,0.0,0.0
2024-08,12,0.10447301347079642,16.666666666666664,-2.922896622228821,25.282687758916147,-243.7855932834044
2024-09,0,,,,0.0,0.0
2024-10,0,,,,0.0,0.0
2024-11,0,,,,0.0,0.0
2024-12,16,0.22770880575061,18.75,-2.0120090717199224,57.240316322720474,-251.72543481287943
2025-01,0,,,,0.0,0.0
2025-02,0,,,,0.0,0.0
2025-03,0,,,,0.0,0.0
2025-04,7,0.7272014167966061,28.57142857142857,-0.9912013261835884,76.09494175828475,-104.97950460001539
2025-05,19,0.27204524728884194,21.052631578947366,-2.555033090361758,95.5256375601159,-351.02894659629237
2025-06,0,,,,0.0,0.0
2025-07,0,,,,0.0,0.0
2025-08,0,,,,0.0,0.0
