month,trades,pf,winrate,dd
2023-10,26,0.9521937333141285,26.923076923076923,-1.1207131769125689
2023-11,27,1.135661033330242,33.33333333333333,-0.942413386485641
2023-12,14,0.844063531117508,21.428571428571427,-0.8569187698814207
2024-01,27,1.1635546403438755,29.629629629629626,-0.781743237543242
2024-02,21,1.0363291586730892,33.33333333333333,-0.5020024730239658
2024-03,18,1.5320329677571323,33.33333333333333,-0.5288420876516264
2024-04,28,0.9156815206194043,25.0,-1.4849048296453615
2024-05,13,1.0779124516157674,23.076923076923077,-0.9298281342315473
2024-06,13,1.0099446422301066,30.76923076923077,-0.5522873831718345
2024-07,18,1.0618173952631116,27.77777777777778,-0.534995431178964
2024-08,23,0.8062489149943268,21.73913043478261,-0.8268848019400421
2024-09,24,2.0961751523867362,45.83333333333333,-0.5068012033861979
2024-10,17,1.3597571109334134,35.294117647058826,-0.5977145998188216
2024-11,28,1.7174273202588324,35.714285714285715,-0.9706150043074624
2024-12,28,1.5928939386364753,35.714285714285715,-0.8191354468735979
2025-01,30,1.8043325577911409,36.666666666666664,-0.7261891648430163
2025-02,30,0.7049903669887937,23.333333333333332,-1.0670848208611083
2025-03,25,1.0617007033757027,32.0,-1.12872439086803
2025-04,12,1.8571703718798287,33.33333333333333,-0.9593255289145675
2025-05,14,0.9101856745597502,21.428571428571427,-0.7979849843094189
2025-06,19,1.7457792076170453,36.84210526315789,-0.6450407646038325
2025-07,33,1.2559260036776285,27.27272727272727,-0.9600002626942383
2025-08,24,0.28199346620219096,12.5,-2.036061668613942
2025-09,4,2.3372691160480845,50.0,-0.270792798825259
