month,trades,pf,winrate,dd,gp,gl
2023-09,19,0.1615354490634761,15.789473684210526,-2.488755756883021,46.40513892917188,-289.1175337639583
2023-10,19,0.31827506458442156,31.57894736842105,-1.9040876169653553,88.61807501180176,-279.0268367083434
2023-11,22,0.11949911957322952,9.090909090909092,-3.240832515908787,43.90661541746619,-367.98986700834007
2023-12,15,0.10896673409310634,13.333333333333334,-2.5243731174751205,26.57300432801606,-246.98929904560893
2024-01,15,0.08830667977088823,13.333333333333334,-2.2151110765392557,21.439095159618795,-242.95020281354354
2024-02,21,0.1830178221150779,28.57142857142857,-2.1509969659241124,41.64271288710927,-227.01742573349864
2024-03,18,0.048130459808238414,22.22222222222222,-2.14719361429927,10.794900572462803,-225.5142620023898
2024-04,18,0.21506252231671638,33.33333333333333,-1.9625506361156342,47.44085131428514,-220.01252880488514
2024-05,20,0.05607418896249565,15.0,-2.59858385057421,15.481098570496496,-275.33948362791864
2024-06,18,0.20702766057952723,33.33333333333333,-1.5813898240844337,41.221200398799624,-199.36018280724664
2024-07,19,0.029633397443150543,10.526315789473683,-2.441267223731014,7.515802292351296,-251.64252466545352
2024-08,19,0.25832845677526756,26.31578947368421,-2.1717727124385022,65.2549535471103,-251.387395232684
2024-09,19,0.10913667972020911,15.789473684210526,-2.5505208476083507,31.08154632856217,-286.13363108939836
2024-10,17,0.12929865913667593,23.52941176470588,-1.9142077604869412,28.311112289374663,-219.1009076039116
2024-11,26,0.40426584510061986,26.923076923076923,-2.2945358820884776,154.981484701862,-384.43507291070824
2024-12,18,0.09036623047970066,11.11111111111111,-2.756047178776877,27.60953985886772,-303.21425773655346
2025-01,23,0.2576907799520368,21.73913043478261,-3.255032163392746,102.36805347987769,-395.2462933714855
2025-02,18,0.27374778220885676,22.22222222222222,-1.9846674661158303,74.62963094351825,-273.0963775550926
2025-03,19,0.1900779039274705,15.789473684210526,-2.9501421317296495,62.27353662671294,-325.1221465635141
2025-04,14,0.18347359943413505,14.285714285714285,-3.1961275430782643,59.5864829221901,-321.5172143004587
2025-05,16,0.26381073701097746,18.75,-2.2624515646763044,71.41444773381092,-272.1538232600798
2025-06,17,0.14622571831084025,11.76470588235294,-2.647178414910578,45.041977384972014,-309.75981887603206
2025-07,22,0.32250581651884586,31.818181818181817,-2.340557936146659,93.23658225381472,-291.14527568809007
2025-08,17,0.4275686814651767,35.294117647058826,-1.2083288552137805,84.60386685506018,-198.5119181887594
