month,trades,pf,winrate,dd,gp,gl
2023-09,0,,,-0.0,,
2023-10,1,0.0,0.0,-0.18550462547880509,0.0,-18.550462547880542
2023-11,2,0.6371943240989228,50.0,-0.23644958006723282,12.931268926596063,-20.51553836125835
2023-12,4,0.0,0.0,-0.9298790819003977,0.0,-92.98790819004009
2024-01,1,0.0,0.0,-0.24557931802277055,0.0,-24.557931802277874
2024-02,2,0.9040102395909656,50.0,-0.3278019244994934,17.396789891564417,-19.467205762995103
2024-03,1,0.0,0.0,-0.18821697277123794,0.0,-18.821697277124322
2024-04,2,0.0,0.0,-0.32583109659868326,0.0,-32.58310965987012
2024-05,1,0.0,0.0,-0.27912169533128584,0.0,-24.632933868175886
2024-06,0,,,-0.0,,
2024-07,2,0.0,0.0,-0.590213190874167,0.0,-59.02131908741529
2024-08,1,0.0,0.0,-0.19414871700353942,0.0,-19.414871700354723
2024-09,1,,100.0,-0.1277596705108741,35.39492968505582,0.0
2024-10,1,,100.0,-0.17841580516398947,21.171820416849503,0.0
2024-11,1,0.0,0.0,-0.27060240607226227,0.0,-27.06024060722611
2024-12,1,,100.0,-0.03339527583579027,1.4169198726740433,0.0
2025-01,1,0.0,0.0,-0.3890774234901029,0.0,-11.830317101468605
2025-02,0,,,-0.0,,
2025-03,0,,,-0.0,,
2025-04,1,0.0,0.0,-0.2210902022495631,0.0,-22.10902022495648
2025-05,2,,100.0,-0.2559265586090431,89.77706278026432,0.0
2025-06,0,,,-0.0,,
2025-07,2,0.6167032561078134,50.0,-0.4204314651843566,20.25103809621059,-32.970443317783875
2025-08,0,,,-0.0,,
