Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry__atr(H,L,C,14)","Exit__atr(H,L,C,14)","Entry__asia_ran…(H,L,timestamp,0,6)_0","Exit__asia_ran…(H,L,timestamp,0,6)_0","Entry__asia_ran…(H,L,timestamp,0,6)_1","Exit__asia_ran…(H,L,timestamp,0,6)_1","Entry__session_…(timestamp,7,12)","Exit__session_…(timestamp,7,12)"
-8524,1769,1774,1.1664032412644372,1.1639100672690639,1.1673766442436453,1.1639100672690639,21.251815136562,0.0,0.0021374889122141028,2020-09-25 08:15:00+00:00,2020-09-25 09:30:00+00:00,0 days 01:15:00,B_short,0.0009377583444926459,0.0009720919032121099,1.16747,1.16747,1.16619,1.16619,1.0,1.0
-8530,1971,1971,1.1680630893416066,1.1689754155003063,1.1689754155003063,1.165753753499081,-7.782142133707826,0.0,-0.0007810589744889906,2020-09-29 10:45:00+00:00,2020-09-29 10:45:00+00:00,0 days 00:00:00,B_short,0.0009220267669321066,0.0009220267669321066,1.16837,1.16837,1.16668,1.16668,1.0,1.0
8486,2056,2057,1.1734073801548515,1.1723719531090993,1.1723719531090993,1.1759641406727024,-8.786633910253279,0.0,-0.000882410544934209,2020-09-30 08:00:00+00:00,2020-09-30 08:15:00+00:00,0 days 00:15:00,B_long,0.000918307305447387,0.000885199664721062,1.17548,1.17548,1.17277,1.17277,1.0,1.0
-8471,2149,2160,1.17414253290136,1.1750465553055662,1.1750465553055662,1.1719003340833016,-7.65797378603143,0.0,-0.0007699426422893563,2020-10-01 07:15:00+00:00,2020-10-01 10:00:00+00:00,0 days 02:45:00,B_short,0.0007976812648240429,0.0009760659980431051,1.17511,1.17511,1.17171,1.17171,1.0,1.0
8429,2437,2437,1.1793279219519337,1.1785154627175976,1.1785154627175976,1.1813736118472073,-6.848218886219401,0.0,-0.0006889171529080862,2020-10-06 07:15:00+00:00,2020-10-06 07:15:00+00:00,0 days 00:00:00,B_long,0.0007405989780821334,0.0007405989780821334,1.17987,1.17987,1.17858,1.17858,1.0,1.0
8427,2451,2451,1.1788078743616495,1.17798589238546,1.17798589238546,1.1808823228436196,-6.926842113348362,0.0,-0.0006972993598592936,2020-10-06 10:45:00+00:00,2020-10-06 10:45:00+00:00,0 days 00:00:00,B_long,0.0008062265992677977,0.0008062265992677977,1.17987,1.17987,1.17858,1.17858,1.0,1.0
8420,2454,2463,1.1790678981567917,1.1781146120209944,1.1781146120209944,1.1814961639370167,-8.026669263412929,0.0,-0.0008085082608791927,2020-10-06 11:30:00+00:00,2020-10-06 13:45:00+00:00,0 days 02:15:00,B_long,0.0008593362484714829,0.001046964836150278,1.17987,1.17987,1.17858,1.17858,1.0,0.0
-8428,2629,2629,1.1767222967803341,1.1773879389625659,1.1773879389625659,1.1751961831123028,-5.610032311849202,0.0,-0.0005656748274873724,2020-10-08 07:15:00+00:00,2020-10-08 07:15:00+00:00,0 days 00:00:00,B_short,0.0005602137675569596,0.0005602137675569596,1.17761,1.17761,1.17594,1.17594,1.0,1.0
8428,2641,2644,1.1762376391558214,1.1754135288758925,1.1754135288758925,1.1782794133723222,-6.945601439240789,0.0,-0.0007006324678747733,2020-10-08 10:15:00+00:00,2020-10-08 11:00:00+00:00,0 days 00:45:00,B_long,0.0006876083075598627,0.0006977290227285946,1.17761,1.17761,1.17594,1.17594,1.0,1.0
8423,2648,2652,1.1760976263430527,1.1753544590628342,1.1753544590628342,1.1778966228114978,-6.25969800128046,0.0,-0.0006318925092377858,2020-10-08 12:00:00+00:00,2020-10-08 13:00:00+00:00,0 days 01:00:00,B_long,0.0007081354788770853,0.0009611752575251341,1.17761,1.17761,1.17594,1.17594,0.0,0.0
8374,2823,2823,1.1823081946808705,1.1814488197220736,1.1814488197220736,1.1844935408337791,-7.196405904964768,0.0,-0.0007268620505745949,2020-10-12 07:45:00+00:00,2020-10-12 07:45:00+00:00,0 days 00:00:00,B_long,0.0007623562408694606,0.0007623562408694606,1.18266,1.18266,1.18084,1.18084,1.0,1.0
8386,2923,2924,1.1798179667966247,1.1790300711295338,1.1790300711295338,1.1817897866113989,-6.607293064223532,0.0,-0.0006678112126314861,2020-10-13 08:45:00+00:00,2020-10-13 09:00:00+00:00,0 days 00:15:00,B_long,0.0006952716877373674,0.0007385687960390545,1.18139,1.18139,1.17905,1.17905,1.0,1.0
8384,2932,2934,1.1792079109695606,1.1784773420541663,1.1784773420541663,1.180927973837501,-6.12508978666537,0.0,-0.0006195420744705693,2020-10-13 11:00:00+00:00,2020-10-13 11:30:00+00:00,0 days 00:30:00,B_long,0.0006083035530558275,0.000661703557628595,1.18139,1.18139,1.17905,1.17905,1.0,1.0
8418,3014,3014,1.1737174085259825,1.1730628118344069,1.1730628118344069,1.1752915644967799,-5.5103949496837155,0.0,-0.0005577123478109902,2020-10-14 07:30:00+00:00,2020-10-14 07:30:00+00:00,0 days 00:00:00,B_long,0.0005975630768475432,0.0005975630768475432,1.17509,1.17509,1.17351,1.17351,1.0,1.0
8410,3016,3020,1.17426745886186,1.1735421120000655,1.1735421120000655,1.1760136639998038,-6.100167107691616,0.0,-0.0006177015775413741,2020-10-14 08:00:00+00:00,2020-10-14 09:00:00+00:00,0 days 01:00:00,B_long,0.0006395029332766027,0.0009236456943666864,1.17509,1.17509,1.17351,1.17351,1.0,1.0
8408,3026,3034,1.173767413101971,1.1763470663142652,1.1727643112285782,1.1763470663142652,21.689724208969146,0.0,0.002197755009637481,2020-10-14 10:30:00+00:00,2020-10-14 12:30:00+00:00,0 days 02:00:00,B_long,0.0008322636018989491,0.000794269685550479,1.17509,1.17509,1.17351,1.17351,1.0,0.0
-8445,3209,3216,1.171002820273461,1.1717893873396372,1.1717893873396372,1.1690718379810887,-6.642558873857936,0.0,-0.0006717038187769031,2020-10-16 08:15:00+00:00,2020-10-16 10:00:00+00:00,0 days 01:45:00,B_short,0.0006861356943522373,0.0007106056247798248,1.17156,1.17156,1.17004,1.17004,1.0,1.0
8401,3398,3400,1.1765576684421504,1.1781648042117199,1.1758517319294268,1.1781648042117199,13.501547600153378,0.0,0.001365964297948441,2020-10-20 07:30:00+00:00,2020-10-20 08:00:00+00:00,0 days 00:30:00,B_long,0.0006304989944968244,0.0007828192447553875,1.17805,1.17805,1.1764,1.1764,1.0,1.0
-8353,3501,3507,1.1847415627917193,1.1858085227365773,1.1858085227365773,1.182014431790268,-8.912316419399367,0.0,-0.0009005845480289931,2020-10-21 09:15:00+00:00,2020-10-21 10:45:00+00:00,0 days 01:30:00,B_short,0.0009193863717003268,0.0007267444897361077,1.18498,1.18498,1.1828,1.1828,1.0,1.0
-8344,3593,3600,1.1848915490637526,1.1826204147281323,1.1857665284239558,1.1826204147281323,18.950344896415928,0.0,0.0019167444796233113,2020-10-22 08:15:00+00:00,2020-10-22 10:00:00+00:00,0 days 01:45:00,B_short,0.0007816579674283755,0.0008671777000084024,1.18524,1.18524,1.18382,1.18382,1.0,1.0
8386,3883,3884,1.1814281141434662,1.1804619337142557,1.1804619337142557,1.1838541988572333,-8.102389079359115,0.0,-0.0008178072094644495,2020-10-27 08:45:00+00:00,2020-10-27 09:00:00+00:00,0 days 00:15:00,B_long,0.0008256574476451124,0.0008302364546257752,1.18347,1.18347,1.18077,1.18077,1.0,1.0
8383,3888,3900,1.1809680720443687,1.183498079547389,1.1799939734842038,1.183498079547389,21.209052897819582,0.0,0.002142316598483962,2020-10-27 10:00:00+00:00,2020-10-27 13:00:00+00:00,0 days 03:00:00,B_long,0.0008272229803568357,0.0006975093299602827,1.18347,1.18347,1.18077,1.18077,1.0,0.0
8425,3973,3976,1.177537758131532,1.1767948656246274,1.1767948656246274,1.1793754031261179,-6.25886937067146,0.0,-0.0006308863573796231,2020-10-28 07:15:00+00:00,2020-10-28 08:00:00+00:00,0 days 00:45:00,B_long,0.0006617831253230118,0.0007664644522473319,1.17879,1.17879,1.17726,1.17726,1.0,1.0
8493,4166,4170,1.1673168227994069,1.166581646621172,1.166581646621172,1.1692150601364841,-6.243851281748325,0.0,-0.0006298000370386081,2020-10-30 07:30:00+00:00,2020-10-30 08:30:00+00:00,0 days 01:00:00,B_long,0.000723906261650965,0.0008782535652150399,1.16945,1.16945,1.16686,1.16686,1.0,1.0
8488,4178,4187,1.167266818223418,1.1699433663072432,1.1662188778975855,1.1699433663072432,22.71854013550757,0.0,0.0022930045145108657,2020-10-30 10:30:00+00:00,2020-10-30 12:45:00+00:00,0 days 02:15:00,B_long,0.0009043058220924356,0.0010120183602861958,1.16945,1.16945,1.16686,1.16686,1.0,0.0
8536,4264,4291,1.163416465872275,1.1625314918255778,1.1625314918255778,1.1656855245232662,-7.554138462607167,0.0,-0.000760668318402824,2020-11-02 09:00:00+00:00,2020-11-02 15:45:00+00:00,0 days 06:45:00,B_long,0.0008393737511658608,0.0007602006170742341,1.16487,1.16487,1.163,1.163,1.0,0.0
