rank,file,tag,months,share_pf_gt1,pf_median,pf_min,wr_median,dd_median
1,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5.csv,portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.5,24,0.16666666666666666,0.3425019984592787,0.0459811912830108,36.904761904761905,-1.2401154848059148
2,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5.csv,portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5,24,0.16666666666666666,0.3345131438995139,0.0,33.33333333333333,-0.6713623478105502
3,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5.csv,portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5,24,0.125,0.5331299962326342,0.0,46.15384615384615,-0.7430995437439525
4,./out/rolling_A_24m_portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5.csv,portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5,24,0.125,0.3345131438995139,0.0,37.5,-0.7548759439082786
5,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6.csv,portA_micro7_s8-17_rr1.8_atrmin0.0008_edge0.6_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0008_edge0.6,24,0.125,0.2978825334911982,0.0461845839686406,37.86549707602339,-1.025942603356067
6,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.6_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.6.csv,portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.6_adx20_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.6,24,0.125,0.2404797156644366,0.0,33.33333333333333,-0.7181724911907994
7,./out/rolling_A_24m_portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5.csv,portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx18_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5,24,0.08333333333333333,0.5369012146408527,0.0,42.85714285714285,-0.774316570391359
8,./out/rolling_A_24m_portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5.csv,portA_micro7_s8-17_rr1.8_atrmin0.0011_edge0.5_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london8-17_atrmin0.0011_edge0.5,24,0.08333333333333333,0.5259048220848862,0.0,40.0,-0.7468569993410723
9,./out/rolling_A_24m_portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5.csv,portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.5_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.5,24,0.08333333333333333,0.4834923490895793,0.0,40.0,-0.7743062544393831
10,./out/rolling_A_24m_portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.6_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.6.csv,portA_micro7_s7-18_rr1.8_atrmin0.0011_edge0.6_adx16_ms0.00001_kp0.8_kt6_rsi18_bb2.0_atr1.2_risk0.5_rr1.8_london7-18_atrmin0.0011_edge0.6,24,0.08333333333333333,0.4834923490895793,0.0,42.85714285714285,-0.7468569993410723
