month,trades,pf,winrate,dd,gp,gl
2023-09,7,0.03412937796958198,14.285714285714285,-1.348937244846793,4.6294635580185,-134.95617304284985
2023-10,13,0.24653147013456428,38.46153846153847,-1.4691334297404435,45.983845693332356,-186.86818184030838
2023-11,10,0.08605641883622735,20.0,-1.7496549324545585,16.437458381769197,-191.4029516272263
2023-12,11,0.23909029414178165,36.36363636363637,-1.4674054613594834,39.555514427461446,-165.1166904933038
2024-01,18,0.29838861947702716,44.44444444444444,-1.5277867848585203,63.786758334533914,-213.64715919169151
2024-02,7,0.025451945691575148,14.285714285714285,-1.3909976388452039,3.6165594830682455,-142.71632336758992
2024-03,7,0.2704634148083856,57.14285714285714,-0.6168258718054931,16.368065322859866,-60.486702557311716
2024-04,16,0.3794019982772804,56.25,-1.2204769130643167,57.67366777775101,-152.52359678372758
2024-05,5,0.46451114045957553,60.0,-0.5154005979923992,19.78956130733291,-42.6377636169574
2024-06,7,0.09912251332691435,42.857142857142854,-1.0232962691555048,9.27685817198273,-94.11678118651191
2024-07,5,0.8480210456771498,80.0,-0.2689348172477901,17.119863812394613,-20.220122183339228
2024-08,15,0.145606942005732,33.33333333333333,-2.0240718852261863,33.30572609900228,-229.54433061496215
2024-09,18,0.38561932189891246,50.0,-1.8659096884739435,72.66455754923773,-188.45612243840955
2024-10,5,0.4434694952758541,60.0,-0.5049547969148693,20.3298037170726,-45.949010692423755
2024-11,23,0.4604438765383775,47.82608695652174,-1.9913358098354372,127.69414279283471,-278.67670103097447
2024-12,16,0.6989804860174943,68.75,-0.8061481548074734,79.93028814839701,-114.47124252656127
2025-01,22,0.49142283027716405,50.0,-1.9162191710928145,136.58039430586095,-278.91031606653564
2025-02,11,0.22271987256919484,27.27272727272727,-1.8196264577823973,43.918500612229764,-196.4139130504107
2025-03,26,0.23381065600999662,42.30769230769231,-2.8402152025940763,83.53327822317225,-359.88107575922413
2025-04,14,0.6862687258435363,50.0,-0.902630412898564,131.4867757830952,-192.03224936417098
2025-05,19,0.11591772551575341,31.57894736842105,-3.086955584943829,39.005436771038404,-336.19067030372224
2025-06,17,0.30145580789807624,47.05882352941176,-1.4511726862488805,60.117491710313686,-199.88848057060508
2025-07,22,0.30710786333285156,40.909090909090914,-2.3403920541857026,91.86475986601185,-300.086167598352
2025-08,17,0.0610349751463569,23.52941176470588,-3.1122836875778215,20.356805297724563,-331.5851740555048
