month,trades,pf,winrate,dd
2023-10,1,0.0,0.0,-0.22319350152516515
2023-11,2,0.0,0.0,-0.5015993820493114
2023-12,1,,100.0,-0.0
2024-01,0,,,-0.0
2024-02,6,0.015788414511589688,16.666666666666664,-0.7903386483118946
2024-03,2,0.3756007771007394,50.0,-0.18111432254042104
2024-04,3,0.0,0.0,-0.6369483886418115
2024-05,3,0.4627999801756678,66.66666666666666,-0.2743974780146985
2024-06,4,0.0036627293500810076,25.0,-0.6736094417450822
2024-07,4,0.3315222595381779,75.0,-0.257978845316853
2024-08,4,0.0,0.0,-0.8591686730317405
2024-09,1,,100.0,-0.0
2024-10,1,0.0,0.0,-0.24854195512721278
2024-11,2,,100.0,-0.0
2024-12,1,,100.0,-0.0
2025-01,5,0.4925798963267242,60.0,-0.5683836447566426
2025-02,2,0.2695878460716785,50.0,-0.3038939919294492
2025-03,0,,,-0.0
2025-04,1,,100.0,-0.0
2025-05,1,0.0,0.0,-0.24405652001454614
2025-06,2,,100.0,-0.016009850546372384
2025-07,1,0.0,0.0,-0.23264770128098577
2025-08,3,0.0,0.0,-0.9257868985925954
2025-09,0,,,-0.0
