rsi_len,bb_std,rsi_os,rsi_ob,rr_tp,atr_mult_sl,risk_pct,a_atr_min,a_edge_mult,a_session_start,a_session_end,train_trades,train_pf,train_wr,train_ret,train_dd,train_sharpe,oos_trades,oos_pf,oos_wr,oos_ret,oos_dd,oos_sharpe
24,2.4,25.0,75.0,1.5,1.0,0.01,0.0007,0.75,8,17,82.0,0.6777396063838933,36.58536585365854,-2.062206741428145,-2.577204303928682,-0.976138903593486,32.0,1.417521139234491,56.25,0.9876361521058971,-1.0486031855608813,0.8074531396286243
10,1.8,25.0,75.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
10,1.8,30.0,70.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
12,1.8,25.0,75.0,1.5,1.0,0.01,0.001,1.0,8,17,135.0,0.5501729129731768,30.37037037037037,-5.486385473918835,-5.855657686398663,-1.8557936510414688,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
12,1.8,30.0,70.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
14,1.8,30.0,70.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
16,1.8,30.0,70.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
18,1.8,30.0,70.0,1.5,1.0,0.01,0.001,1.0,8,17,136.0,0.5457069723431126,30.14705882352941,-5.583105339801059,-5.952020453697582,-1.8903379336089752,75.0,1.416679069428532,50.66666666666667,2.228283641969265,-1.212729888847719,1.4043957837499548
18,1.8,25.0,75.0,1.8,1.0,0.01,0.0005,1.0,8,17,246.0,0.727899256008434,34.146341463414636,-4.7461065855721785,-5.209007262792653,-1.3696101593625858,106.0,1.414357683172667,47.16981132075472,2.93694553762798,-1.0732199007966847,1.5581245554635237
14,1.8,25.0,75.0,1.8,1.0,0.01,0.0007,1.0,8,17,230.0,0.6957298845706189,32.17391304347826,-5.333651349840748,-5.806426400617582,-1.5313166471380584,106.0,1.4114419573638164,46.22641509433962,2.9819524504647053,-1.1960462456936383,1.5683038412133876
20,1.8,30.0,70.0,1.8,1.0,0.01,0.0007,1.0,8,17,234.0,0.6918989831458433,32.05128205128205,-5.481489300252234,-5.95351849183251,-1.5546937667094118,106.0,1.4114419573638164,46.22641509433962,2.9819524504647053,-1.1960462456936383,1.5683038412133876
16,1.8,25.0,75.0,1.8,1.0,0.01,0.0005,1.0,8,17,260.0,0.7458213759875888,34.61538461538461,-4.653032354371335,-5.046847396691478,-1.3051438624718743,111.0,1.408260360979316,46.846846846846844,3.016381201259592,-1.1960774350429304,1.5673168254822145
24,1.8,30.0,70.0,1.8,1.0,0.01,0.0005,1.0,8,17,258.0,0.7336535734373756,34.10852713178294,-4.865130902440469,-5.327460490042291,-1.3651061610882076,109.0,1.405723290989193,46.788990825688074,2.9554730389786164,-1.1960508148511462,1.5532253101643794
24,2.4,25.0,75.0,2.0,1.0,0.01,0.0005,1.0,8,17,52.0,0.5249218390630508,26.923076923076923,-2.1038588796849944,-2.1038588796849944,-1.3568968868114377,18.0,1.4046859120237778,44.44444444444444,0.6835437153973908,-0.7817859672948346,0.5999143211187926
24,2.4,25.0,75.0,2.0,1.0,0.01,0.0007,1.0,8,17,48.0,0.5270834584115308,27.083333333333332,-2.009252459374875,-2.0915636007824423,-1.310831722129996,18.0,1.4046859120237778,44.44444444444444,0.6835437153973908,-0.7817859672948346,0.5999143211187926
